assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_in,transfers_out,value,yellow_cards,player,Involved
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41185,0,0,1,0.0,0,260,255,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41122,0,0,2,0.0,0,99,190,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41143,0,2,0,0.0,0,198,205,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41118,0,2,2,0.0,0,80,124,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41087,0,0,1,0.0,0,111,158,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41087,0,0,1,0.0,0,111,158,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41024,0,0,1,0.0,0,101,194,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41007,0,0,2,0.0,0,92,135,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41036,0,1,0,0.0,0,174,167,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41036,0,1,4,0.0,0,174,167,46,0,Anthony_Elanga_344,0
0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,41077,0,1,2,0.0,0,136,121,46,0,Anthony_Elanga_344,0
0,0,5,0,1.4,195,0.01,0.06,0.05,1.64,1,0,1.6,2.2,90,0,0,0,0,0,104719,1,1,0,12.0,2,0,0,55,0,Anthony_Gordon_195,1
0,0,6,0,1.1,195,0.0,0.23,0.23,2.31,2,0,5.4,6.4,90,0,0,0,0,0,123461,1,1,2,46.0,2,18898,12055,55,0,Anthony_Gordon_195,1
0,0,-8,0,36.3,195,0.1,0.71,0.61,0.99,1,0,16.2,25.0,90,0,0,0,0,0,171582,1,1,1,101.0,1,66468,25841,55,1,Anthony_Gordon_195,1
0,0,22,0,4.1,195,0.03,0.35,0.32,2.15,1,1,12.2,50.0,90,0,0,0,0,0,136021,1,1,1,68.0,6,8057,44608,55,1,Anthony_Gordon_195,1
0,2,24,0,25.7,195,0.17,0.45,0.28,1.01,1,1,9.2,41.6,90,0,0,0,0,0,149468,1,1,1,25.0,8,22989,15503,55,1,Anthony_Gordon_195,1
0,0,2,1,13.1,195,0.03,0.07,0.04,1.27,0,0,4.5,3.2,81,0,0,0,0,0,250754,1,0,0,29.0,3,113113,24226,55,0,Anthony_Gordon_195,1
0,0,0,1,7.0,195,0.02,0.02,0.0,0.71,0,0,2.4,8.8,74,0,0,0,0,0,583617,1,0,1,8.0,2,252999,44109,55,1,Anthony_Gordon_195,1
0,0,3,0,0.0,195,0.0,0.0,0.0,0.34,0,0,0.7,7.2,16,0,0,0,0,0,503569,0,2,1,0.0,1,76745,70981,56,0,Anthony_Gordon_195,1
0,0,3,0,0.7,195,0.01,0.01,0.0,1.3,2,0,0.8,4.8,66,0,0,0,0,0,397153,1,2,1,2.0,1,14359,118780,55,1,Anthony_Gordon_195,1
0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,268351,0,0,2,0.0,0,1632,130219,55,0,Anthony_Gordon_195,0
0,0,7,0,2.0,195,0.07,0.07,0.0,1.46,1,0,1.3,6.6,90,0,0,0,0,0,234249,1,0,1,4.0,1,3687,23607,54,1,Anthony_Gordon_195,1
0,0,29,1,3.5,195,0.01,0.97,0.96,0.87,0,1,8.6,42.8,85,0,0,0,0,0,233407,1,0,3,40.0,8,7430,28164,54,0,Anthony_Gordon_195,1
0,0,9,1,4.8,195,0.02,0.1,0.08,1.88,0,0,3.7,4.4,85,0,0,0,0,0,239026,1,0,0,28.0,3,20050,15673,54,0,Anthony_Gordon_195,1
0,0,3,0,0.8,195,0.0,0.14,0.14,0.83,1,0,2.1,2.2,19,0,0,0,0,0,225812,0,2,0,18.0,1,9620,23111,54,0,Anthony_Gordon_195,1
0,0,5,0,25.0,195,0.02,0.02,0.0,0.21,0,0,3.3,7.6,15,0,0,0,0,0,200613,0,0,3,0.0,1,5346,30867,53,0,Anthony_Gordon_195,1
0,0,-2,0,1.3,195,0.01,0.6,0.59,0.71,2,0,6.0,14.6,90,0,0,0,0,0,161134,1,2,1,44.0,2,17251,57778,53,0,Anthony_Gordon_195,1
0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,150769,0,1,1,0.0,0,1164,11762,53,0,Anthony_Gordon_195,0
0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,139105,0,4,1,0.0,0,314,11983,53,0,Anthony_Gordon_195,0
0,0,2,0,0.8,195,0.0,0.0,0.0,0.1,1,0,0.6,1.2,21,0,0,0,0,0,129175,0,2,1,4.0,1,982,10954,52,0,Anthony_Gordon_195,1
0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,123415,0,0,2,0.0,0,342,6415,52,0,Anthony_Gordon_195,0
0,0,4,0,14.8,195,0.18,0.26,0.08,0.07,0,0,2.5,2.8,21,0,0,0,0,0,118812,0,1,1,7.0,1,3504,8319,52,0,Anthony_Gordon_195,1
0,0,-2,0,13.9,195,0.08,0.31,0.23,0.49,0,0,3.4,0.8,54,0,0,0,0,0,118069,0,1,1,19.0,0,2985,3979,52,1,Anthony_Gordon_195,1
0,0,7,0,13.0,195,0.1,0.1,0.0,0.75,0,0,1.7,2.0,26,0,0,0,0,0,116130,0,2,0,2.0,1,1183,3232,51,0,Anthony_Gordon_195,1
0,0,8,0,3.8,195,0.02,0.02,0.0,1.06,1,0,1.2,2.4,61,0,0,0,0,0,111160,1,0,2,6.0,2,348,2042,51,0,Anthony_Gordon_195,1
0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,110034,0,1,2,0.0,0,728,1923,51,0,Anthony_Gordon_195,0
0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,107526,0,2,1,0.0,0,290,2668,51,0,Anthony_Gordon_195,0
0,0,9,0,0.2,195,0.0,0.0,0.0,0.26,0,0,1.0,8.2,22,0,0,0,0,0,105570,0,0,2,2.0,1,77,2176,51,0,Anthony_Gordon_195,1
0,0,9,0,11.1,195,0.08,0.13,0.05,0.03,0,0,2.8,7.6,26,0,0,0,0,0,105570,0,5,1,9.0,1,77,2176,51,0,Anthony_Gordon_195,1
0,0,4,0,1.9,195,0.03,0.03,0.0,0.72,0,0,0.5,3.4,49,0,0,0,0,0,105228,0,2,1,0.0,1,272,757,51,0,Anthony_Gordon_195,1
0,0,1,0,1.1,195,0.02,0.02,0.0,1.3,1,0,0.2,0.6,55,0,0,0,0,0,104999,1,0,3,0.0,1,414,703,51,0,Anthony_Gordon_195,1
0,0,1,0,15.5,195,0.07,0.35,0.28,0.34,0,0,4.0,5.8,20,0,0,0,0,0,104792,0,1,6,19.0,1,305,565,51,0,Anthony_Gordon_195,1
0,0,3,0,0.8,195,0.01,0.01,0.0,0.0,0,0,0.1,0.4,3,0,0,0,0,0,104398,0,4,1,0.0,1,148,554,51,0,Anthony_Gordon_195,1
0,0,-2,0,6.4,195,0.16,0.5,0.34,0.83,1,0,3.1,2.4,45,0,0,0,0,0,103905,1,1,3,22.0,1,150,629,51,0,Anthony_Gordon_195,1
0,0,1,0,4.1,195,0.01,0.01,0.0,0.0,0,0,0.5,0.0,12,0,0,0,0,0,103526,0,2,0,2.0,1,208,654,51,0,Anthony_Gordon_195,1
0,0,0,0,1.1,195,0.02,0.02,0.0,0.18,1,0,0.2,0.6,17,0,0,0,0,0,103464,0,2,2,0.0,1,410,515,51,0,Anthony_Gordon_195,1
0,0,3,0,0.0,195,0.0,0.0,0.0,0.09,0,0,0.0,0.0,1,0,0,0,0,0,103464,0,1,4,0.0,1,410,515,51,0,Anthony_Gordon_195,1
0,0,3,0,0.0,195,0.0,0.0,0.0,0.07,0,0,0.0,0.0,2,0,0,0,0,0,103200,0,0,0,0.0,1,205,499,51,0,Anthony_Gordon_195,1
0,3,27,0,0.0,195,0.01,0.46,0.45,1.21,1,1,0.0,0.0,68,0,0,0,0,0,103297,1,1,1,0.0,10,394,370,51,0,Anthony_Gordon_195,1
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4354,0,2,2,0.0,0,0,0,50,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4234,0,0,0,0.0,0,115,875,50,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3910,0,2,3,0.0,0,267,839,49,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3437,0,1,2,0.0,0,59,661,49,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3264,0,1,2,0.0,0,76,389,48,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3140,0,1,2,0.0,0,108,341,48,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3030,0,3,2,0.0,0,51,131,48,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3079,0,4,1,0.0,0,194,206,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3072,0,1,3,0.0,0,157,217,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3027,0,2,2,0.0,0,86,170,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2785,0,0,3,0.0,0,13,220,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2665,0,3,2,0.0,0,0,171,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2524,0,0,0,0.0,0,0,144,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2396,0,1,2,0.0,0,0,125,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2331,0,2,1,0.0,0,0,70,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2236,0,3,0,0.0,0,0,94,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2208,0,1,2,0.0,0,0,28,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2188,0,1,0,0.0,0,0,20,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2188,0,1,2,0.0,0,0,20,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2163,0,0,1,0.0,0,0,24,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2140,0,1,0,0.0,0,0,24,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2108,0,0,0,0.0,0,0,32,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2096,0,0,2,0.0,0,0,13,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2082,0,1,0,0.0,0,0,12,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2073,0,1,1,0.0,0,0,9,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2067,0,2,3,0.0,0,0,7,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2058,0,3,0,0.0,0,0,10,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2044,0,1,2,0.0,0,0,6,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2039,0,1,0,0.0,0,0,6,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2036,0,3,1,0.0,0,0,4,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2031,0,1,2,0.0,0,0,5,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2031,0,0,1,0.0,0,0,0,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023,0,2,1,0.0,0,0,8,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023,0,0,1,0.0,0,0,8,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2020,0,3,5,0.0,0,0,2,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2017,0,2,0,0.0,0,0,4,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2015,0,2,2,0.0,0,0,2,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2014,0,1,2,0.0,0,0,1,47,0,Anthony_Knockaert_202,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,186351,0,2,1,0.0,0,0,0,70,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,96690,0,0,4,0.0,0,2232,93201,69,0,Anthony_Martial_345,0
1,0,19,0,24.0,345,0.19,0.19,0.0,0.78,1,0,5.4,24.4,45,0,0,0,0,0,70663,0,1,2,6.0,4,1898,32498,69,0,Anthony_Martial_345,1
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,95907,0,1,0,0.0,0,39566,23584,69,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,75486,0,1,0,0.0,0,1583,21835,69,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,58896,0,1,3,0.0,0,676,18315,69,0,Anthony_Martial_345,0
0,1,50,0,0.8,345,0.0,1.27,1.27,0.76,2,2,12.1,66.2,31,0,0,0,0,0,47571,0,3,6,54.0,10,806,2935,69,0,Anthony_Martial_345,1
1,0,16,0,14.3,345,0.18,0.18,0.0,0.07,1,0,3.3,16.6,28,0,0,0,0,0,214579,1,2,1,2.0,4,163803,7954,69,0,Anthony_Martial_345,1
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,168966,0,0,0,0.0,0,22598,64283,69,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,117002,0,0,2,0.0,0,1080,41038,68,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,93101,0,1,1,0.0,0,303,40031,67,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,76271,0,0,1,0.0,0,527,17795,67,0,Anthony_Martial_345,0
0,0,3,0,1.3,345,0.01,0.01,0.0,0.0,0,0,0.4,0.4,25,0,0,0,0,0,70344,0,1,3,2.0,1,1758,8003,67,0,Anthony_Martial_345,1
0,0,-2,0,12.7,345,0.04,0.52,0.48,1.31,1,0,5.2,7.4,71,0,0,0,0,0,199519,1,2,1,32.0,2,129523,3362,67,0,Anthony_Martial_345,1
0,0,26,1,2.4,345,0.01,0.53,0.52,0.2,0,1,7.6,38.0,64,0,0,0,0,0,596567,1,0,3,36.0,6,584758,193752,67,0,Anthony_Martial_345,1
0,0,1,1,13.3,345,0.31,0.94,0.63,0.43,0,0,4.9,0.8,80,0,0,0,0,0,633884,1,1,0,35.0,2,75530,40125,67,0,Anthony_Martial_345,1
0,0,-2,1,3.8,345,0.02,0.29,0.27,0.37,0,0,0.9,0.0,68,0,0,0,0,0,539113,1,0,3,11.0,2,48936,144557,67,0,Anthony_Martial_345,1
0,0,0,0,0.5,345,0.03,0.07,0.04,0.13,0,0,0.7,0.0,45,0,0,0,0,0,569244,1,1,2,7.0,1,143163,121757,66,0,Anthony_Martial_345,1
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,569244,0,1,1,0.0,0,143163,121757,66,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,321792,0,2,3,0.0,0,1579,242599,66,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,237026,0,1,2,0.0,0,19849,106425,65,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,237026,0,2,2,0.0,0,19849,106425,65,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,168973,0,2,0,0.0,0,1699,70282,65,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,139073,0,0,3,0.0,0,133,30594,64,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,114316,0,0,7,0.0,0,125,8740,63,0,Anthony_Martial_345,0
0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,109260,0,0,0,0.0,0,137,5242,63,0,Anthony_Martial_345,0
0,0,3,0,0.8,345,0.01,0.09,0.08,1.76,2,0,0.7,1.6,28,0,0,0,0,0,105475,0,0,2,5.0,1,732,2273,63,0,Anthony_Martial_345,1
0,0,3,0,2.0,345,0.02,0.02,0.0,0.08,0,0,0.4,1.8,19,0,0,0,0,0,105475,0,0,1,0.0,1,732,2273,63,0,Anthony_Martial_345,1
0,0,27,0,16.6,345,0.16,0.3,0.14,0.38,0,1,7.0,36.0,30,0,0,0,0,0,108870,0,0,2,17.0,5,4275,1317,63,0,Anthony_Martial_345,1
1,0,6,1,14.3,345,0.05,0.81,0.76,0.45,0,0,4.5,6.0,71,0,0,0,0,0,133794,1,2,0,25.0,5,25798,2063,63,0,Anthony_Martial_345,1
0,0,1,0,1.9,345,0.01,0.01,0.0,1.57,1,0,0.8,2.2,29,0,0,0,0,0,140920,0,2,2,4.0,1,19323,7811,63,0,Anthony_Martial_345,1
0,0,2,0,10.3,345,0.05,0.05,0.0,0.09,0,0,1.8,7.2,4,0,0,0,0,0,182800,0,0,1,0.0,1,41784,8023,63,0,Anthony_Martial_345,1
0,0,6,1,12.2,345,0.04,0.15,0.11,1.26,0,0,4.3,6.6,83,0,0,0,0,0,182800,1,0,1,24.0,2,41784,8023,63,0,Anthony_Martial_345,1
0,0,-2,0,3.3,345,0.16,0.41,0.25,0.72,0,0,3.7,4.0,33,0,0,0,0,0,156522,0,0,1,30.0,1,3344,22028,63,0,Anthony_Martial_345,1
0,2,34,1,24.0,345,0.05,0.56,0.51,0.32,0,1,10.2,41.2,68,0,0,0,0,0,144397,1,0,2,37.0,8,4747,17042,63,0,Anthony_Martial_345,1
0,0,7,0,5.9,345,0.04,0.2,0.16,0.82,0,0,2.8,7.8,56,0,0,0,0,0,370795,1,1,0,14.0,1,216212,6935,63,0,Anthony_Martial_345,1
0,1,30,1,14.6,345,0.01,0.82,0.81,1.71,0,1,8.7,37.0,69,0,0,0,0,0,370795,1,1,4,35.0,7,216212,6935,63,0,Anthony_Martial_345,1
0,0,2,0,0.0,345,0.07,0.07,0.0,0.36,0,0,0.0,0.0,23,0,0,0,0,0,330639,0,1,2,0.0,1,20239,41417,63,0,Anthony_Martial_345,1
0,0,4,0,0.8,714,0.01,0.27,0.26,2.61,1,0,1.3,3.2,90,0,0,0,0,0,730,1,0,1,9.0,2,705,60,50,0,Antoine_Semenyo_714,1
0,0,3,0,0.0,714,0.0,0.0,0.0,0.1,0,0,0.1,1.0,11,0,0,0,0,0,1591,0,1,1,0.0,1,845,148,50,0,Antoine_Semenyo_714,1
0,0,1,0,10.8,714,0.01,0.01,0.0,0.23,0,0,1.3,1.8,32,0,0,0,0,0,1737,0,1,0,0.0,1,351,285,50,0,Antoine_Semenyo_714,1
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2512,0,4,1,0.0,0,672,365,50,0,Antoine_Semenyo_714,0
0,0,7,0,1.3,714,0.0,0.0,0.0,1.8,1,0,0.9,7.4,63,0,0,0,0,0,2396,1,2,3,0.0,2,483,331,50,0,Antoine_Semenyo_714,1
0,0,3,0,1.0,714,0.0,0.03,0.03,0.08,0,0,0.5,0.2,2,0,0,0,0,0,2655,0,0,1,4.0,1,646,495,50,0,Antoine_Semenyo_714,1
0,0,0,0,0.2,714,0.0,0.0,0.0,1.65,2,0,0.1,0.0,31,0,0,0,0,0,2587,0,0,3,2.0,1,265,423,50,0,Antoine_Semenyo_714,1
0,0,3,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,2709,0,1,2,0.0,1,382,331,50,0,Antoine_Semenyo_714,1
0,0,2,0,0.3,714,0.0,0.0,0.0,0.94,1,0,0.0,0.0,5,0,0,0,0,0,2709,0,2,0,0.0,1,382,331,50,0,Antoine_Semenyo_714,1
0,0,3,0,0.3,714,0.0,0.0,0.0,0.13,0,0,0.2,2.0,2,0,0,0,0,0,2500,0,1,0,0.0,1,90,341,50,0,Antoine_Semenyo_714,1
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2454,0,3,2,0.0,0,118,211,50,0,Antoine_Semenyo_714,0
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2454,0,4,0,0.0,0,155,219,50,0,Antoine_Semenyo_714,0
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2437,0,1,0,0.0,0,98,133,50,0,Antoine_Semenyo_714,0
0,1,26,0,1.3,714,0.0,0.07,0.07,0.0,0,1,5.0,32.0,7,0,0,0,0,0,2607,0,1,4,17.0,6,268,166,50,0,Antoine_Semenyo_714,1
0,0,4,0,10.5,714,0.0,0.0,0.0,0.16,1,0,1.3,2.4,6,0,0,0,0,0,3014,0,3,1,0.0,1,577,241,50,0,Antoine_Semenyo_714,1
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3067,0,0,2,0.0,0,298,290,50,0,Antoine_Semenyo_714,0
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2813,0,1,0,0.0,0,135,376,50,0,Antoine_Semenyo_714,0
0,0,0,0,0.0,714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2636,0,0,1,0.0,0,79,270,50,0,Antoine_Semenyo_714,0
0,0,13,0,0.7,217,0.01,0.01,0.0,1.23,2,0,1.6,14.8,90,0,0,0,0,0,9043,1,2,2,0.0,1,0,0,45,0,Antonee_Robinson_217,1
0,0,21,1,19.3,217,0.05,0.07,0.02,0.89,0,0,4.2,21.2,90,0,0,0,0,0,12946,1,0,0,1.0,6,1487,1082,45,0,Antonee_Robinson_217,1
0,0,9,0,21.4,217,0.01,0.01,0.0,1.8,2,0,3.3,11.4,90,0,0,0,0,0,16456,1,2,3,0.0,1,2756,1167,45,0,Antonee_Robinson_217,1
0,0,17,0,4.8,217,0.03,0.03,0.0,2.73,2,0,3.7,31.8,90,0,0,0,0,0,15791,1,1,2,0.0,0,792,2452,45,1,Antonee_Robinson_217,1
0,0,10,0,11.7,217,0.07,0.07,0.0,1.42,1,0,3.1,19.4,90,0,0,0,0,0,17054,1,1,2,0.0,1,1684,1487,45,1,Antonee_Robinson_217,1
0,0,3,0,1.4,217,0.0,0.0,0.0,0.31,0,0,0.4,2.8,28,0,0,0,0,0,16675,1,1,2,0.0,1,776,1997,45,0,Antonee_Robinson_217,1
0,0,0,0,0.0,217,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,13486,0,3,2,0.0,0,67,1036,45,0,Antonee_Robinson_217,0
