player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_in,transfers_out,value,yellow_cards,Involved
Jamie_Vardy_255,255,5,4,206,4,173.5,0.7,7.44,6.74,34.769999999999996,38,3,90.6,287.0,1841,0,1,0,0,0,249064.76315789475,19,55,64,451.0,82,331127,594970,3483,1,37
Jan Paul_van Hecke_544,544,0,0,54,0,5.5,0.04,0.59,0.55,6.72,7,0,7.9,62.8,291,0,0,0,0,0,32564.736842105263,3,56,69,10.0,6,33015,35949,1520,2,8
Jan_Bednarek_410,410,0,2,321,3,38.4,0.26,0.68,0.42,36.14,40,0,49.7,415.0,1770,1,0,0,0,0,26006.052631578947,21,51,59,43.0,32,30291,51259,1616,5,23
Jannik_Vestergaard_253,253,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,663814.5,0,55,64,0.0,0,598251,1000415,1474,0,0
Japhet_Tanganga_439,439,0,0,32,0,6.199999999999999,0.01,0.01,0.0,3.69,5,0,3.3,27.599999999999998,145,0,0,0,0,0,301634.4736842105,2,58,75,0.0,4,269163,406446,1477,0,4
Jarrad_Branthwaite_196,196,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1460.7894736842106,0,45,46,0.0,0,0,1815,1520,0,0
Jarrod_Bowen_465,465,9,9,431,9,674.8,6.0,15.38,9.38,47.839999999999996,50,6,237.9,625.8,3232,0,1,0,0,0,383256.34210526315,36,40,57,1076.0,145,1398271,1587059,3072,2,38
Jason_Steele_102,102,1,8,332,6,13.0,0.15,0.15,0.0,23.46,23,0,36.1,347.6,1350,1,0,1,0,37,224859.52631578947,15,56,69,0.0,65,1236363,252705,1500,1,15
Javier_Manquillo Gaitán_363,363,0,0,19,0,5.5,0.01,0.01,0.0,0.9700000000000001,1,0,2.0,12.0,34,0,0,0,0,0,5967.236842105263,0,46,55,2.0,4,3739,8247,1615,0,4
Jay_Stansfield_219,219,1,0,22,0,12.8,0.03,0.28,0.25,1.8,2,0,6.7,8.4,85,0,0,0,0,0,110850.18421052632,1,53,55,46.0,7,309334,354945,1710,0,3
Jean-Philippe_Gbamin_187,187,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2492.815789473684,0,45,46,0.0,0,1426,4937,1710,0,0
Jean-Philippe_Mateta_168,168,0,3,96,3,67.10000000000001,0.16,3.6,3.44,13.49,10,2,41.0,115.8,748,0,0,0,0,0,45173.07894736842,6,42,47,240.0,41,101566,141353,1971,3,29
Jeff_Hendrick_375,375,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,260.1842105263158,0,46,55,0.0,0,0,314,1710,0,0
Jefferson_Lerma Solís_64,64,0,5,500,7,293.6,3.0,5.58,2.58,60.57,67,5,122.1,616.6,3252,1,0,0,0,0,56475.5,37,45,63,311.0,101,149008,161599,1834,7,37
Jeffrey_Schlupp_161,161,2,2,324,9,257.6,1.11,4.08,2.97,37.03,38,3,97.9,404.6,2528,0,0,0,0,0,13956.921052631578,30,42,47,314.0,89,26773,33940,1812,7,34
Jeremiah_Chilokoa-Mullen_742,742,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,799.5882352941177,0,32,30,0.0,0,1632,1254,680,0,0
Jeremy_Sarmiento Morante_119,119,2,0,40,1,38.2,0.27,0.6000000000000001,0.33,2.76,2,0,12.9,46.6,168,0,0,0,0,0,5382.684210526316,1,56,69,50.0,16,6845,12144,1710,1,9
Jesse_Lingard_527,527,1,0,93,5,151.9,0.47,1.51,1.04,15.53,17,0,32.9,50.6,918,0,0,0,0,0,191394.18421052632,12,35,71,127.0,33,183761,575840,2096,1,17
Jesurun_Rak-Sakyi_172,172,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1462.8684210526317,0,42,47,0.0,0,241,3674,1710,0,0
Jhon_Durán_711,711,0,0,15,0,13.4,0.02,0.61,0.59,3.88,4,0,7.4,12.8,126,0,0,0,0,0,1815.9444444444443,0,20,27,51.0,11,6224,4710,990,1,12
Jimmy_Morgan_671,671,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2941.5652173913045,0,37,32,0.0,0,8115,6300,1035,0,0
Joachim_Andersen_165,165,0,1,483,8,146.3,1.04,2.91,1.87,36.23,37,1,106.39999999999999,641.8,2782,2,0,0,0,0,228835.44736842104,32,42,47,273.0,80,470047,566859,1710,8,32
Joe_Ayodele-Aribo_512,512,0,3,161,1,137.1,0.44,1.98,1.54,17.11,24,2,71.5,209.6,1219,0,0,0,0,0,39799.28947368421,13,54,55,366.0,46,56346,92619,1979,2,21
Joe_Bryan_206,206,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1527.2894736842106,0,53,55,0.0,0,485,2493,1674,0,0
Joe_Gelhardt_242,242,2,0,44,0,32.1,0.39999999999999997,1.24,0.84,2.79,3,0,19.4,49.4,201,0,0,0,0,0,27116.473684210527,1,59,67,114.0,20,38142,82416,1963,1,15
Joe_Lolley_384,384,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1651.5263157894738,0,35,71,0.0,0,313,5154,1864,0,0
Joe_Rodon_442,442,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4675.710526315789,0,58,75,0.0,0,0,7705,1520,0,0
Joe_Rothwell_505,505,1,0,167,3,153.3,1.47,1.63,0.16,17.29,15,0,30.6,127.39999999999999,1010,0,0,0,0,0,655.1842105263158,12,45,63,27.0,33,1299,1734,1865,1,20
Joe_Willock_373,373,7,11,415,12,547.0,4.29,11.59,7.3,29.62,26,3,174.9,520.8,2556,0,0,0,0,0,85766.81578947368,31,46,55,680.0,123,558073,374259,1828,1,35
Joe_Wormleighton_645,645,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2221.3214285714284,0,42,38,0.0,0,2326,2028,1120,0,0
Joe_Worrall_388,388,0,2,366,5,66.39999999999999,0.55,1.4,0.85,44.46,44,1,62.5,471.0,2215,0,0,0,0,0,14258.684210526315,21,35,71,92.0,61,35466,37177,1622,6,30
Joel_Matip_276,276,0,4,216,3,49.5,0.9299999999999999,1.8,0.8700000000000001,16.46,20,1,36.2,223.4,1091,1,0,0,0,0,102770.63157894737,12,46,76,90.0,36,165972,297119,2244,3,14
Joel_Robles_578,578,0,0,65,0,0.0,0.01,0.01,0.0,9.16,11,0,9.3,93.2,360,0,0,0,0,16,5641.513513513513,4,58,65,0.0,7,9610,6377,1480,1,4
Joel_Ward_156,156,0,5,403,8,164.3,0.8300000000000001,1.95,1.12,32.15,35,1,71.6,436.2,2253,0,0,0,0,0,31822.78947368421,24,42,47,114.0,78,98901,80087,1692,6,28
Joelinton Cássio_Apolinário de Lira_371,371,5,10,458,11,413.1,1.9,9.01,7.11,32.27,26,6,167.3,603.4,2660,0,0,0,0,0,121323.42105263157,30,46,55,655.0,115,919725,576619,2262,12,32
John-Kymani_Gordon_634,634,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,11516.6875,0,35,38,0.0,0,33090,31554,1440,0,0
John_McGinn_37,37,5,3,354,10,349.2,3.33,5.73,2.4,37.73,31,1,105.1,375.0,2692,0,0,0,0,0,75622.55263157895,30,39,58,326.0,90,70613,187391,1966,7,34
John_Stones_302,302,2,13,422,7,164.1,0.9700000000000001,2.0,1.03,13.559999999999999,17,2,69.6,396.0,1844,1,0,0,0,0,345879.6842105263,21,51,76,135.0,93,2034793,977238,2069,2,23
Jonathan_Castro Otto_477,477,0,0,219,5,118.2,0.8300000000000001,1.13,0.30000000000000004,18.32,21,1,43.7,233.2,1257,0,0,0,1,0,53386.97368421053,14,32,57,83.0,45,119713,164228,1658,3,18
Jonathan_Panzo_389,389,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1033.421052631579,0,35,71,0.0,0,0,1178,1520,0,0
Jonjo_Shelvey_349,349,0,0,67,1,102.1,0.66,0.8500000000000001,0.19,11.620000000000001,11,0,16.3,55.599999999999994,573,0,0,0,0,0,2520.7368421052633,6,40,59,11.0,16,2925,6031,1832,2,11
Jonny_Evans_249,249,0,0,191,2,20.599999999999998,0.18,0.35,0.17,19.79,28,0,27.900000000000002,223.8,1051,0,0,0,0,0,21026.394736842107,12,55,64,35.0,20,17352,37166,1676,1,13
Jordan_Ayew_159,159,3,4,332,8,465.5,2.52,5.65,3.13,41.13,41,4,138.7,490.8,2708,0,0,0,0,0,32072.526315789473,31,42,47,429.0,104,104067,93947,2021,5,38
Jordan_Henderson_275,275,3,0,401,8,506.1,3.59,4.930000000000001,1.35,31.96,30,0,99.1,307.4,2060,0,0,0,0,0,63702.21052631579,23,46,76,174.0,69,78199,133795,2023,2,35
Jordan_Pickford_182,182,1,10,666,8,23.0,0.35000000000000003,0.35000000000000003,0.0,66.41,57,0,101.3,991.2,3330,0,0,1,0,124,614554.9210526316,37,45,46,0.0,124,1072672,924042,1691,6,37
Jordan_Smith_675,675,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,517.0869565217391,0,23,42,0.0,0,871,811,920,0,0
Jordan_Zemura_76,76,1,1,235,5,232.79999999999998,1.7100000000000002,2.18,0.47,27.57,31,0,57.1,269.4,1452,0,0,0,0,0,16533.315789473683,17,45,63,71.0,47,41130,47196,1654,1,19
Jorge Luiz_Frello Filho_130,130,2,5,379,9,254.1,0.9600000000000001,2.85,1.8900000000000001,24.41,23,2,73.9,386.4,2127,0,0,0,0,0,252643.35897435897,24,46,67,97.0,79,462260,543521,2270,4,32
Joseph_Anang_739,739,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,970.2777777777778,0,22,33,0.0,0,2159,1056,720,0,0
Joseph_Gomez_286,286,0,8,337,8,43.7,0.67,0.87,0.2,25.28,16,0,36.9,297.8,1461,0,0,0,0,0,126915.78947368421,15,46,76,27.0,68,675660,579242,1671,3,21
Joseph_Hodge_566,566,0,0,17,0,16.200000000000003,0.05,0.33,0.28,4.04,5,0,5.7,14.4,172,0,0,0,0,0,4627.368421052632,1,32,57,26.0,5,7165,8148,1668,1,6
Joseph_Whitworth_590,590,0,0,28,0,0.0,0.0,0.0,0.0,2.0700000000000003,5,0,4.2,41.8,180,0,0,0,0,5,14044.861111111111,2,39,46,0.0,3,16281,12669,1440,0,2
Josh_Dasilva_83,83,2,3,274,5,206.1,1.62,3.2,1.58,17.89,17,4,69.2,304.2,1371,0,0,0,0,0,514891.44736842107,14,41,63,182.0,81,1964682,1715792,1619,1,36
Josh_Onomah_216,216,0,0,4,0,0.6,0.0,0.0,0.0,0.61,2,0,0.3,2.0,14,0,0,0,0,0,8717.394736842105,0,53,55,0.0,2,14322,18917,1646,0,2
Josh_Wilson-Esbrand_322,322,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,82736.42105263157,0,51,76,0.0,0,210291,249275,1457,0,0
José_Malheiro de Sá_478,478,0,18,683,11,0.0,0.0,0.0,0.0,54.63,55,0,84.7,845.6,3240,0,0,2,0,108,600161.7368421053,36,32,57,0.0,148,1097336,998496,1905,2,36
João Filipe Iria_Santos Moutinho_503,503,2,0,297,6,537.7,1.93,3.23,1.3,27.86,28,0,99.2,309.8,1773,0,0,0,0,0,49441.36842105263,20,32,57,142.0,56,39533,173728,1798,3,31
João Victor_Gomes da Silva_721,721,0,2,84,2,72.0,0.11,0.41000000000000003,0.30000000000000004,14.35,18,1,24.9,133.0,649,0,0,0,0,0,3416.6111111111113,7,12,35,46.0,21,13798,10878,810,5,11
João_Cancelo_306,306,2,10,304,6,266.4,1.53,2.3600000000000003,0.8300000000000001,13.34,16,2,81.2,277.0,1273,0,0,0,1,0,3766541.6315789474,16,51,76,276.0,73,3529232,7355879,2723,3,17
João_Félix Sequeira_690,690,0,7,126,2,135.2,0.99,5.6,4.62,14.18,16,4,61.9,203.6,936,0,0,0,1,0,231677.0,11,23,24,287.0,44,1061955,709101,1634,1,16
João_Palhinha Gonçalves_220,220,0,5,379,9,141.8,0.39,3.32,2.93,56.379999999999995,43,3,104.2,560.4,3108,1,0,0,0,0,30762.315789473683,35,53,55,336.0,83,106475,87429,1885,14,35
Joël_Veltman_109,109,1,6,447,10,200.8,1.02,2.74,1.72,27.53,29,1,77.2,406.2,2183,0,0,0,0,0,349903.63157894736,25,56,69,162.0,95,1351186,905937,1747,6,31
Juan_Larios López_622,622,0,0,28,0,7.800000000000001,0.02,0.02,0.0,2.48,2,0,3.9,27.6,150,0,0,0,0,0,5859.515151515152,2,47,46,4.0,4,9786,9927,1320,0,5
Julio_Enciso_125,125,3,7,189,4,161.0,1.18,5.11,3.93,14.76,12,4,78.5,255.8,794,0,0,0,0,0,71212.65789473684,7,56,69,370.0,57,549223,165244,1789,1,20
Julián_Álvarez_319,319,3,14,393,5,271.1,1.63,8.42,6.79,17.14,16,9,124.7,430.8,1448,0,0,0,0,0,239564.81578947368,13,51,76,545.0,103,1777473,838131,2307,0,31
Junior_Firpo Adames_239,239,2,3,187,1,123.4,0.75,0.8700000000000001,0.12000000000000001,29.810000000000002,33,1,45.0,286.0,1364,0,0,0,1,0,4982.0,14,59,67,41.0,30,21330,17574,1710,5,19
Junior_Stanislas_58,58,0,0,13,0,22.900000000000002,0.18,0.22,0.04,0.6900000000000001,1,0,3.9,10.0,58,0,0,0,0,0,2988.5263157894738,0,45,63,7.0,4,2182,10777,1830,0,4
Kacper_Kozłowski_126,126,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3208.5789473684213,0,56,69,0.0,0,1670,7052,1710,0,0
Kadan_Young_672,672,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,421.7391304347826,0,28,31,0.0,0,1439,1088,1035,0,0
Kaden_Rodney_601,601,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1753.1142857142856,0,38,43,0.0,0,2598,2346,1575,0,0
Kaelan_Casey_746,746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1892.9375,0,20,31,0.0,0,3514,1607,640,0,0
Kai_Havertz_145,145,1,13,301,9,513.3,2.75,14.33,11.58,38.25,31,7,199.3,470.2,2565,0,0,0,0,0,421325.2631578947,30,37,48,1012.0,102,1940205,1729331,2912,5,35
Kaine_Kesler Hayden_537,537,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5916.9473684210525,0,39,58,0.0,0,1637,10370,1520,0,0
Kalidou_Koulibaly_520,520,1,8,408,6,104.1,0.43,1.31,0.88,22.43,22,2,74.5,497.4,1798,0,0,0,1,0,745993.2894736842,20,37,48,141.0,74,1167393,1667048,2091,5,23
Kalvin_Phillips_325,325,0,0,68,1,46.5,0.11,0.39,0.28,5.05,3,0,10.5,39.0,291,0,0,0,0,0,16182.763157894737,2,51,76,19.0,14,7909,47955,1832,1,12
Kamaldeen_Sulemana_731,731,1,3,133,3,175.5,1.01,2.77,1.76,18.24,20,2,44.5,105.2,959,0,0,0,0,0,1426.888888888889,10,29,28,164.0,45,3881,3098,895,1,18
Kamari_Doyle_769,769,0,0,1,0,0.3,0.0,0.0,0.0,0.31,0,0,0.0,0.0,6,0,0,0,0,0,14.0,0,5,7,0.0,1,15,1,90,0,1
Kaoru_Mitoma_124,124,9,11,457,8,567.6,4.93,13.22,8.29,35.52,35,7,198.9,566.8,2311,0,0,0,0,0,1380803.9210526317,24,56,69,857.0,138,6508155,1153598,1992,0,33
Karl_Darlow_353,353,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,127794.0,0,46,55,0.0,0,19553,186775,1493,0,0
Karl_Hein_655,655,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1550.148148148148,0,42,53,0.0,0,2744,2384,1068,0,0
Kasey_McAteer_687,687,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,92.42857142857143,0,29,34,0.0,0,148,135,945,0,0
Kasper_Schmeichel_248,248,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15551.078947368422,0,55,64,0.0,0,0,40918,1900,0,0
Keane_Lewis-Potter_515,515,1,0,37,0,64.0,0.29,0.7799999999999999,0.49000000000000005,4.15,4,0,21.9,42.0,313,0,0,0,0,0,6002.921052631579,3,41,63,114.0,14,3704,11802,1989,0,10
Keinan_Davis_52,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4903.131578947368,0,39,58,0.0,0,586,13593,2053,0,0
Kelechi_Iheanacho_262,262,5,9,237,1,228.9,1.5599999999999998,8.42,6.86,22.43,23,5,95.7,306.6,1112,0,0,0,0,0,90819.23684210527,11,55,64,437.0,82,388328,423547,2318,0,28
Kenny_Tete_215,215,5,1,484,7,385.6,1.9,2.64,0.74,46.78,36,1,111.6,617.8,2569,0,0,0,0,0,44399.36842105263,29,53,55,110.0,90,181678,143198,1684,8,31
Kepa_Arrizabalaga_133,133,0,15,575,9,0.1,0.0,0.0,0.0,38.34,33,0,70.6,706.2,2565,0,0,0,0,91,612130.7894736842,29,37,48,0.0,118,2149815,1355056,1734,1,29
Kevin_De Bruyne_301,301,18,26,742,10,1476.7,13.69,19.03,5.34,19.88,23,7,297.6,897.8000000000001,2413,0,0,0,0,0,3312929.1842105263,28,51,76,598.0,183,8088109,5897355,4668,1,32
Kevin_Mbabu_532,532,1,0,39,0,37.699999999999996,0.42,0.42,0.0,7.18,7,0,7.8,39.8,141,0,0,0,0,0,16343.815789473685,1,53,55,0.0,7,10708,22531,1653,1,6
Kevin_Schade_688,688,1,0,76,3,110.4,0.6699999999999999,2.7399999999999998,2.07,7.18,7,0,38.7,72.2,723,0,0,0,0,0,558.5,7,19,27,205.0,29,1850,1207,985,2,18
Keylor_Navas_729,729,0,5,273,2,0.0,0.01,0.01,0.0,33.0,32,0,38.7,387.6,1530,0,0,0,0,51,96163.61111111111,17,20,35,0.0,43,208329,111800,810,2,17
Kieffer_Moore_62,62,0,3,161,3,89.60000000000001,0.5,4.68,4.180000000000001,25.51,34,4,57.3,216.20000000000002,1269,0,0,0,0,0,98976.23684210527,12,45,63,272.0,57,438337,421048,1989,1,27
Kieran_Tierney_8,8,1,0,164,1,85.5,0.43,0.81,0.38,10.9,10,0,29.900000000000002,144.0,774,0,0,0,0,0,87509.5,6,60,71,67.0,37,94483,147522,1788,0,27
Kieran_Trippier_357,357,9,39,941,16,1818.5,12.030000000000001,12.88,0.85,38.41,31,1,284.3,904.8,3342,1,0,0,0,0,6326856.315789473,38,46,55,117.0,198,7120294,2617724,2207,5,38
Kiernan_Dewsbury-Hall_266,266,3,5,347,7,527.7,2.62,4.79,2.17,40.23,41,2,121.0,446.6,2305,0,0,0,1,0,93881.65789473684,28,55,64,233.0,82,315977,361998,1876,3,31
Killian_Phillips_604,604,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2937.735294117647,0,36,39,0.0,0,3926,3936,1530,0,0
Kjell_Scherpen_542,542,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5558.421052631579,0,56,69,0.0,0,1447,6624,1520,0,0
Kobbie_Mainoo_643,643,0,0,2,0,0.8,0.07,0.07,0.0,0.25,0,0,1.3,5.8,10,0,0,0,0,0,383.8666666666667,0,21,52,6.0,1,681,554,1350,0,1
Kofi_Balmer_642,642,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4686.133333333333,0,32,35,0.0,0,9755,7173,1200,0,0
Konstantinos_Tsimikas_292,292,4,2,216,4,281.7,1.3,1.98,0.68,14.450000000000001,11,0,58.5,177.6,762,0,0,0,0,0,32040.815789473683,9,46,76,124.0,48,131766,121509,1679,3,20
Kortney_Hause_38,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1270.8947368421052,0,39,58,0.0,0,89,2862,1674,0,0
Kristian_Sekularac_667,667,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,217.25,0,32,29,0.0,0,520,448,1080,0,0
Kristoffer_Ajer_84,84,0,0,129,4,24.700000000000003,0.12,0.16,0.04,11.34,14,0,15.1,96.8,763,0,0,0,0,0,8608.947368421053,9,41,63,27.0,29,24982,24358,1710,0,9
Kristoffer_Klaesson_236,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,55176.31578947369,0,59,67,0.0,0,78933,56836,1481,0,0
Krisztián_Hegyi_740,740,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2212.3333333333335,0,22,33,0.0,0,5237,2366,705,0,0
Kurt_Zouma_461,461,1,8,385,7,18.7,0.11,2.07,1.96,27.88,29,2,67.4,415.0,1988,0,0,0,0,0,158008.42105263157,24,40,57,239.0,88,469403,451034,1690,0,25
Kyle_John_637,637,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3902.1290322580644,0,40,40,0.0,0,5975,4650,1235,0,0
Kyle_Walker-Peters_409,409,0,2,335,3,277.9,2.5,3.58,1.08,51.26,58,1,87.9,403.4,2650,0,0,0,0,0,94575.13157894737,30,54,55,198.0,56,158567,219731,1685,4,31
Kyle_Walker_299,299,0,0,376,7,176.2,1.32,1.71,0.39,20.07,20,0,43.8,223.79999999999998,1953,0,0,0,0,0,583321.2105263158,22,51,76,39.0,69,1554447,1754518,1840,3,27
Lamare_Bogarde_638,638,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4125.645161290323,0,34,47,0.0,0,6240,5638,1240,0,0
Layvin_Kurzawa_613,613,0,0,13,0,4.5,0.03,0.03,0.0,4.57,4,0,2.5,20.2,136,0,0,0,0,0,3379.909090909091,2,47,46,0.0,2,7522,7955,1431,1,3
Leander_Dendoncker_479,479,0,0,163,4,96.10000000000001,0.14,0.86,0.72,14.68,14,0,30.599999999999998,143.4,897,0,0,0,0,0,8716.78947368421,9,37,53,64.0,37,9258,18770,1806,0,24
Leandro_Trossard_111,111,13,8,494,8,687.1,6.02,12.39,6.37,30.79,38,8,216.6,620.0,2237,0,0,0,0,0,1151544.8157894737,26,61,74,859.0,154,4904350,4603796,2544,1,36
Leo Fuhr_Hjelde_243,243,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23349.5,0,59,67,0.0,0,15324,32850,1487,0,0
Leon_Bailey_45,45,5,6,242,8,439.1,4.77,10.11,5.34,35.15,32,4,130.1,334.2,1964,0,0,0,0,0,524750.2894736842,26,39,58,532.0,100,1042070,2357916,1720,4,33
Levi_Colwill_559,559,2,6,249,3,100.69999999999999,0.31,1.72,1.41,22.2,21,0,37.4,222.0,1218,0,0,0,0,0,9419.578947368422,13,56,69,50.0,46,43801,24104,1678,1,17
Lewis_Bate_241,241,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,651.7894736842105,0,59,67,0.0,0,0,1424,1710,0,0
Lewis_Brunt_273,273,0,0,4,0,1.0,0.01,0.01,0.0,0.78,1,0,0.3,2.2,22,0,0,0,0,0,34511.81578947369,0,55,64,0.0,1,29821,38477,1489,0,1
Lewis_Cook_67,67,2,1,280,3,352.5,2.3,2.54,0.24000000000000002,32.089999999999996,39,0,71.2,313.0,1712,0,0,0,0,0,6825.973684210527,18,45,63,45.0,51,10511,14558,1865,4,28
Lewis_Dunk_106,106,1,7,648,12,163.6,0.9,2.57,1.6700000000000002,46.43,50,1,102.4,661.4,3240,1,0,0,0,0,604679.7631578947,36,56,69,198.0,112,2128569,1084584,1781,4,36
Lewis_Hall_661,661,0,3,118,1,174.3,1.46,2.29,0.83,13.29,11,0,40.7,113.2,653,0,0,0,0,0,1549.6923076923076,8,25,28,119.0,19,8474,4564,1137,1,9
Lewis_Miley_741,741,0,0,2,0,0.0,0.0,0.08,0.08,0.87,0,0,0.0,0.0,14,0,0,0,0,0,260.47058823529414,0,25,30,0.0,1,609,410,765,0,1
Lewis_O'Brien_524,524,0,0,88,1,56.400000000000006,0.19,0.53,0.34,14.129999999999999,14,1,21.1,107.8,578,0,0,0,0,0,4625.9473684210525,6,35,71,47.0,22,5613,8874,1833,2,13
Lewis_Payne_647,647,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,254.74074074074073,0,43,38,0.0,0,489,500,1215,0,0
Lewis_Warrington_561,561,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8054.9473684210525,0,45,46,0.0,0,18771,17660,1676,0,0
Liam_Cooper_221,221,0,1,238,2,65.2,0.31,1.21,0.9,26.08,32,1,51.7,309.8,1425,0,0,0,0,0,6394.578947368421,16,59,67,145.0,31,14562,18383,1678,5,18
Liam_Delap_323,323,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,24145.815789473683,0,51,76,0.0,0,13802,61384,1675,0,0
Lino_Sousa_631,631,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6401.0,0,50,60,0.0,0,8529,7597,1280,0,0
Lisandro_Martínez_533,533,0,6,481,9,110.4,1.02,1.48,0.45999999999999996,32.52,33,1,76.7,571.8,2113,0,0,0,0,0,616273.8684210526,24,32,69,82.0,81,1411480,1156960,1699,6,27
Lloyd_Kelly_73,73,2,5,372,5,97.7,0.7,0.87,0.17,35.92,38,0,52.1,394.0,2040,0,0,0,0,0,68849.86842105263,23,45,63,26.0,60,125693,180542,1656,3,23
Loris_Karius_626,626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7153.09375,0,41,47,0.0,0,15083,11728,1262,0,0
Loïc_Badé_621,621,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2212.969696969697,0,32,61,0.0,0,1777,2337,1485,0,0
Loïc_Mbe Soh_393,393,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3607.315789473684,0,35,71,0.0,0,1277,4303,1615,0,0
Lucas_Digne_33,33,0,4,234,3,293.3,1.9,2.33,0.43,25.91,25,1,65.8,271.4,1492,1,0,0,0,0,177565.02631578947,18,39,58,92.0,50,346378,625848,1762,5,28
Lucas_Rodrigues Moura da Silva_431,431,0,0,55,0,55.8,0.45999999999999996,1.01,0.55,2.68,5,1,12.7,29.0,145,0,0,0,1,0,18262.157894736843,0,58,75,43.0,17,14566,42033,2210,0,15
