player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_in,transfers_out,value,yellow_cards,Involved
Donny_van de Beek_336,336,0,0,21,0,40.2,0.14,0.24000000000000002,0.1,1.58,3,0,10.5,11.2,162,0,0,0,0,0,20567.473684210527,2,32,69,54.0,8,8087,49654,1954,0,7
Douglas Luiz_Soares de Paulo_46,46,7,17,594,13,655.4,2.92,5.71,2.79,42.8,35,6,155.79999999999998,661.6,2922,0,0,0,1,0,57184.23684210526,33,39,58,242.0,142,215750,173027,1829,6,37
Duje_Caleta-Car_623,623,0,2,182,1,16.2,0.14,0.9700000000000001,0.8300000000000001,15.36,15,1,34.9,262.4,942,0,0,0,0,0,3380.787878787879,9,47,46,69.0,28,5624,5258,1475,2,13
Dwight_Gayle_361,361,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7099.921052631579,0,46,55,0.0,0,0,12574,1710,0,0
Dwight_McNeil_534,534,5,14,505,5,726.6,5.45,8.96,3.51,51.3,46,7,189.2,699.4,2490,0,0,0,0,0,32437.236842105263,28,45,46,462.0,126,362544,122698,1972,5,36
Eberechi_Eze_169,169,5,21,580,9,800.4,2.92,10.17,7.25,32.64,35,10,208.9,692.8,2631,0,0,0,0,0,399252.2894736842,30,42,47,597.0,159,2812222,1450362,2103,3,38
Ed_Turns_640,640,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2384.9032258064517,0,46,57,0.0,0,3677,3744,1240,0,0
Eddie_Nketiah_11,11,2,5,161,2,128.2,1.26,9.15,7.89,14.65,16,4,93.1,213.4,1071,0,0,0,0,0,367666.13157894736,9,60,71,598.0,63,2608630,1986336,2503,3,30
Ederson_Santana de Moraes_307,307,1,8,581,11,13.1,0.22,0.22,0.0,28.080000000000002,32,0,49.2,479.0,3150,0,0,0,0,46,1607270.1578947369,35,51,76,0.0,121,2526775,2193629,2062,3,35
Edouard_Mendy_147,147,0,0,132,1,0.0,0.0,0.0,0.0,14.24,14,0,20.2,200.4,855,0,0,0,0,25,964466.0263157894,9,37,48,0.0,24,684797,1819978,1841,1,10
Eldin_Jakupovic_627,627,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1428.46875,0,40,41,0.0,0,2455,2455,1280,0,0
Ellery_Balcombe_100,100,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7681.1578947368425,0,41,63,0.0,0,0,9967,1520,0,0
Elliot_Anderson_552,552,1,2,93,1,114.7,1.4500000000000002,2.59,1.1400000000000001,6.03,7,0,36.5,70.2,395,0,0,0,0,0,16353.052631578947,3,46,55,180.0,30,23827,30435,1670,0,22
Ellis_Simms_686,686,0,0,59,0,39.3,0.15,1.01,0.8600000000000001,6.3999999999999995,4,1,13.0,40.800000000000004,219,0,0,0,0,0,10974.761904761905,2,31,27,54.0,17,48913,29540,945,0,11
Emerson_Leite de Souza Junior_445,445,2,9,402,7,178.9,0.97,2.58,1.6099999999999999,22.24,27,2,78.7,376.2,1729,0,0,0,1,0,266754.05263157893,20,58,75,230.0,86,966521,991644,1870,2,26
Emerson_Palmieri dos Santos_545,545,0,2,209,2,188.8,0.77,1.57,0.8,23.26,28,1,59.4,224.8,1317,0,0,0,0,0,160584.97368421053,16,39,61,178.0,39,516972,458999,1520,2,22
Emil_Krafth_364,364,0,0,3,0,0.0,0.0,0.0,0.0,0.1,0,0,0.0,0.0,1,0,0,0,0,0,2410.9210526315787,0,46,55,0.0,1,687,4940,1642,0,1
Emile_Smith Rowe_12,12,2,0,60,0,64.3,0.5499999999999999,0.8,0.25,2.71,5,0,13.8,36.6,161,0,0,0,0,0,49640.39473684211,0,60,71,39.0,18,27480,139693,2144,0,12
Emiliano_Buendía Stati_42,42,3,8,370,11,546.3,3.95,10.27,6.32,36.65,34,5,156.6,438.2,2404,0,0,0,0,0,65592.55263157895,27,39,58,580.0,117,286209,269181,2191,0,38
Emiliano_Marcondes_63,63,0,0,3,0,0.0,0.0,0.0,0.0,0.28,1,0,0.1,1.2,8,0,0,0,0,0,1790.7105263157894,0,45,63,0.0,1,946,2487,1805,0,1
Emiliano_Martínez Romero_31,31,0,15,678,11,23.0,0.21000000000000002,0.21000000000000002,0.0,43.46,38,0,83.5,813.0,3139,1,0,1,0,98,565452.8157894737,36,39,58,0.0,135,1098021,1026678,1875,7,36
Emmanuel_Dennis_585,585,2,3,113,1,96.8,0.4,2.13,1.73,13.59,17,2,54.6,166.4,709,0,0,0,0,0,13573.722222222223,6,35,68,286.0,39,58332,54458,2062,3,19
Enock_Mwepu_118,118,1,0,29,0,39.0,0.24,0.46,0.22,2.77,4,0,12.2,48.8,209,0,0,0,0,0,6418.6578947368425,2,56,69,34.0,11,3691,14965,2020,0,6
Enzo_Fernández_724,724,2,1,265,3,307.3,2.64,3.42,0.78,24.91,25,0,67.1,298.2,1547,0,0,0,0,0,123921.16666666667,18,21,21,64.0,42,344937,235692,900,3,18
Eric_Bailly_339,339,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,55100.28947368421,0,32,69,0.0,0,20468,139601,1520,0,0
Eric_Dier_430,430,1,5,569,9,112.3,0.55,2.31,1.76,43.12,52,2,100.1,653.2,2816,0,0,0,0,0,729252.7631578947,31,58,75,235.0,96,1660604,1621143,1941,3,33
Erling_Haaland_318,318,9,40,1040,13,371.0,3.11,31.65,28.54,25.24,26,36,358.1,1390.0,2767,0,0,0,0,0,8656127.315789474,33,51,76,1825.0,272,7882481,2870781,4614,5,35
Ethan_Ampadu_151,151,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4803.9473684210525,0,37,48,0.0,0,1467,6813,1675,0,0
Ethan_Nwaneri_630,630,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,879.65625,0,50,60,0.0,1,1683,1394,1440,0,1
Ethan_Pinnock_92,92,0,6,575,10,104.9,1.11,3.8400000000000003,2.73,40.17,34,3,113.8,751.6,2700,1,0,0,0,0,53053.34210526316,30,41,63,279.0,112,332178,175729,1674,0,30
Ethan_Wady_771,771,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,30.0,0,2,6,0.0,0,75,13,120,0,0
Euan_Pollock_706,706,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1360.421052631579,0,26,23,0.0,0,4315,3246,855,0,0
Evan_Ferguson_596,596,2,8,213,6,129.1,0.54,5.98,5.4399999999999995,13.45,12,6,76.5,284.2,942,0,0,0,0,0,123091.17142857143,10,52,68,350.0,65,721233,396396,1595,1,19
Ezri_Konsa Ngoyo_44,44,0,6,633,12,116.1,0.71,1.79,1.08,50.67,45,0,74.9,560.4,3322,0,0,0,0,0,52583.28947368421,37,39,58,72.0,110,218989,139253,1676,6,38
Fabian_Schär_366,366,3,6,617,15,263.9,2.0500000000000003,6.68,4.63,36.65,28,1,144.1,653.4,3207,1,0,0,0,0,1343627.894736842,36,46,55,521.0,139,4006861,2492855,1877,7,36
Fabio Henrique_Tavares_282,282,2,0,394,11,302.0,1.87,2.57,0.7,39.21,34,0,79.0,379.2,2666,0,0,0,0,0,92413.13157894737,31,46,76,109.0,70,107616,153399,2009,11,36
Fabio_Silva_488,488,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2051.7894736842104,0,32,57,0.0,0,0,3263,2090,0,0
Facundo_Buonanotte_679,679,1,2,72,1,96.1,0.39,1.69,1.3,11.93,12,1,27.8,87.8,558,0,0,0,0,0,2924.409090909091,6,31,42,102.0,26,24782,8915,990,2,13
Facundo_Pellistri Rebollo_347,347,0,0,14,0,1.7,0.02,0.02,0.0,0.7799999999999999,1,0,0.6,3.2,60,0,0,0,0,0,3116.1052631578946,0,32,69,2.0,4,4223,7379,1649,0,4
Federico_Fernández_351,351,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2653.3684210526317,0,46,55,0.0,0,638,5256,1673,0,0
Felipe Augusto_de Almeida Monteiro_730,730,1,3,233,1,79.5,1.1500000000000001,2.35,1.2,31.83,32,0,59.0,379.0,1417,0,0,0,0,0,3933.1111111111113,15,20,35,130.0,25,13501,8677,810,4,16
Filip_Marschall_670,670,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,624.3478260869565,0,28,31,0.0,0,1138,997,920,0,0
Fin_Stevens_540,540,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,17222.57894736842,0,41,63,0.0,0,11638,25739,1520,0,0
Flynn_Downes_509,509,0,0,104,1,28.9,0.11,0.5399999999999999,0.43,13.530000000000001,14,0,13.4,55.8,752,0,0,0,0,0,34059.84210526316,7,40,57,51.0,27,56519,68540,1629,2,21
Francisco Jorge_Tomás Oliveira_490,490,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,408.36842105263156,0,32,57,0.0,0,1374,1383,1900,0,0
Frank_Onyeka_93,93,3,0,111,3,89.9,0.78,1.81,1.03,15.65,11,0,32.300000000000004,125.8,837,0,0,0,0,0,3665.7631578947367,8,41,63,106.0,38,4326,6312,1835,0,21
Fraser_Forster_426,426,0,1,222,3,0.0,0.0,0.0,0.0,19.21,24,0,25.8,256.8,1215,0,0,1,0,32,460479.6052631579,13,58,75,0.0,40,376354,460760,1489,1,14
Frederico_Rodrigues de Paula Santos_331,331,3,2,272,4,335.9,1.77,3.8,2.03,21.86,22,2,83.0,282.2,1228,0,0,0,0,0,52924.63157894737,12,32,69,213.0,62,61773,120888,1956,6,35
Frédéric_Guilbert_56,56,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,78478.15789473684,0,39,58,0.0,0,67390,106023,1490,0,0
Fábio_Ferreira Vieira_25,25,2,2,134,2,180.1,1.39,2.25,0.86,5.28,5,1,41.4,115.2,500,0,0,0,0,0,14431.947368421053,3,60,71,123.0,40,20496,30149,2155,0,22
Fábio_Freitas Gouveia Carvalho_296,296,1,0,80,0,36.699999999999996,0.25,1.36,1.11,5.01,3,2,29.7,89.39999999999999,339,0,0,0,0,0,36927.47368421053,4,46,76,173.0,27,116040,106812,1995,0,13
Gabriel_Fernando de Jesus_28,28,7,17,401,9,407.3,2.91,17.15,14.24,23.15,23,11,228.3,594.2,2064,0,0,0,0,0,4578978.921052632,24,60,71,1282.0,125,3672433,7192322,3046,6,26
Gabriel_Martinelli Silva_19,19,9,18,648,14,838.1,6.98,16.13,9.15,36.160000000000004,33,15,298.1,844.2,2789,0,0,0,0,0,4425979.105263158,34,60,71,1300.0,198,7678562,7751291,2512,3,36
Gabriel_dos Santos Magalhães_16,16,0,15,723,14,129.7,0.66,5.7,5.04,41.84,43,3,126.5,733.8,3409,0,0,0,0,0,1389934.0526315789,38,60,71,401.0,146,2949506,2436932,1962,5,38
Garang_Kuol_683,683,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,78.14285714285714,0,26,32,0.0,0,155,126,945,0,0
Gavin_Bazunu_422,422,0,3,485,4,10.0,0.05,0.05,0.0,46.75,56,0,64.2,633.0,2880,0,0,1,0,69,72530.6052631579,32,54,55,0.0,84,105770,115083,1706,0,32
George_Abbott_758,758,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,151.375,0,17,19,0.0,1,321,148,360,0,1
George_Shelvey_749,749,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,305.38461538461536,0,17,25,0.0,0,692,388,520,0,0
George_Wickens_747,747,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,484.0,0,21,20,0.0,0,1294,1058,520,0,0
Georginio_Rutter_700,700,1,0,45,0,38.3,0.23,0.64,0.41000000000000003,5.68,9,0,11.4,36.2,263,0,0,0,0,0,2773.4,1,34,33,41.0,15,13245,9132,1050,0,11
Gianluca_Scamacca_529,529,0,7,110,3,160.70000000000002,0.51,2.93,2.42,11.41,12,3,62.0,151.79999999999998,921,0,0,0,0,0,99846.13157894737,11,40,57,312.0,41,424051,483535,2543,3,16
Giulian_Biancone_399,399,0,0,9,0,0.0,0.0,0.0,0.0,0.5499999999999999,1,0,0.7,6.8,15,0,0,0,0,0,4626.315789473684,0,35,71,0.0,2,1839,7299,1617,0,2
Gonçalo Manuel_Ganchinho Guedes_579,579,1,1,85,2,139.6,0.44999999999999996,1.65,1.2,11.99,12,1,45.1,89.4,703,0,0,0,0,0,25149.62162162162,8,31,55,223.0,29,111308,93651,2176,1,13
Granit_Xhaka_3,3,8,15,634,13,673.3,3.89,8.54,4.65,36.52,35,7,182.0,647.0,2992,0,0,0,0,0,309156.6842105263,36,60,71,498.0,153,939075,778861,1887,4,37
Gustavo Henrique_Furtado Scarpa_681,681,0,0,16,0,17.3,0.04,0.27,0.23,2.8699999999999997,1,0,5.7,15.0,177,0,0,0,0,0,781.2857142857143,2,22,38,25.0,5,2157,2023,1004,1,6
Hakim_Ziyech_135,135,3,0,129,2,230.9,1.51,2.16,0.65,8.8,7,0,49.0,155.39999999999998,649,0,0,0,0,0,41573.84210526316,6,37,48,113.0,33,70402,98439,2115,1,18
Halil_Dervişoğlu_541,541,1,0,11,0,0.0,0.0,0.03,0.03,0.1,0,0,1.0,0.0,6,0,0,0,0,0,88273.63157894737,0,41,63,10.0,4,271681,299757,1710,0,1
Hamed_Traorè_723,723,0,0,60,2,218.5,1.15,2.19,1.04,9.94,8,0,33.8,84.0,425,0,0,0,0,0,809.1666666666666,5,25,22,36.0,14,2795,2417,810,0,7
Hamza_Choudhury_263,263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5923.710526315789,0,55,64,0.0,0,1196,15706,1710,0,0
Harrison_Ashby_555,555,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,52184.28947368421,0,44,55,0.0,0,92466,100143,1477,0,0
Harrison_Reed_211,211,4,9,409,9,495.6,2.04,3.9899999999999998,1.95,53.81,44,3,124.2,480.4,2868,1,0,0,0,0,96396.31578947368,35,53,55,266.0,107,373118,323770,1681,5,37
Harry_Arter_378,378,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,28381.71052631579,0,35,71,0.0,0,81743,74728,1605,0,0
Harry_Kane_427,427,9,48,1008,11,744.8,4.01,24.96,20.95,49.11,62,30,371.0,1256.6,3406,0,1,0,0,0,3214064.289473684,38,58,75,1707.0,263,8027204,6491471,4392,6,38
Harry_Maguire_330,330,0,2,201,5,20.3,0.04,0.38,0.34,10.790000000000001,7,0,25.200000000000003,180.6,762,0,0,0,0,0,44860.60526315789,8,32,69,51.0,39,45525,109368,1796,4,16
Harry_Souttar_727,727,1,0,151,1,38.9,0.1,1.57,1.47,18.810000000000002,19,0,34.6,242.6,991,1,0,0,0,0,5191.888888888889,11,26,30,65.0,20,11906,8270,810,2,12
Harry_Toffolo_523,523,0,1,134,2,93.5,0.93,1.21,0.28,19.73,17,0,30.6,147.0,933,0,0,0,0,0,10103.0,9,35,71,67.0,30,17005,22585,1656,2,19
Harry_Wilson_212,212,5,2,215,2,182.1,1.03,3.06,2.03,21.44,15,2,56.4,209.2,1085,0,0,0,0,0,8363.131578947368,13,53,55,173.0,68,39420,39428,2177,1,29
Harry_Winks_434,434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,89395.36842105263,0,58,75,0.0,0,64152,203204,1676,0,0
Harvey_Barnes_264,264,2,0,379,6,305.1,2.33,11.4,9.07,50.76,51,13,175.5,567.4,2709,0,0,0,0,0,172429.55263157896,32,55,64,883.0,138,742506,715803,2579,3,34
Harvey_Davies_592,592,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2491.5,0,43,73,0.0,0,1830,2027,1440,0,0
Harvey_Elliott_294,294,2,2,286,5,372.3,4.31,6.43,2.12,26.07,20,1,99.39999999999999,257.0,1600,0,0,0,0,0,73702.28947368421,18,46,76,363.0,62,269888,232475,1867,2,32
Harvey_Griffiths_658,658,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1189.32,0,21,43,0.0,0,3197,2139,1107,0,0
Harvey_Vale_606,606,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,164.76470588235293,0,33,41,0.0,0,241,163,1530,0,0
Harvey_White_449,449,0,0,4,0,7.3,0.04,0.04,0.0,0.0,0,0,0.9,2.0,4,0,0,0,0,0,43603.65789473684,0,58,75,0.0,1,43966,63490,1676,0,1
Haydon_Roberts_122,122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,513.2894736842105,0,56,69,0.0,0,0,548,1520,0,0
Hugo_Bueno López_558,558,1,3,239,3,254.8,1.0,1.17,0.17,22.62,29,0,55.300000000000004,221.2,1307,0,0,0,0,0,347288.55263157893,16,32,57,74.0,41,1301789,988641,1481,1,21
Hugo_Lloris_425,425,0,12,456,7,0.0,0.0,0.0,0.0,30.16,39,0,54.0,540.0,2205,1,0,0,0,79,458220.7631578947,25,58,75,0.0,89,505470,722780,2077,0,25
Hwang_Hee-chan_481,481,2,3,156,3,138.8,0.62,3.59,2.9699999999999998,16.92,18,3,57.5,194.0,1117,0,0,0,0,0,20043.263157894737,12,32,57,242.0,60,35909,66187,2179,1,27
Ibrahima_Diallo_416,416,0,0,95,0,66.0,0.12,0.33,0.21000000000000002,14.48,19,0,17.7,85.4,813,0,0,0,0,0,44908.21052631579,11,54,55,28.0,19,57895,92499,1629,4,18
Ibrahima_Konaté_290,290,0,0,305,7,39.6,0.65,1.86,1.21,24.34,22,0,46.8,285.6,1551,1,0,0,0,0,67748.68421052632,17,46,76,144.0,49,323745,257570,1830,5,18
Idrissa_Gueye_611,611,1,1,357,8,193.7,0.83,1.54,0.71,49.99,45,0,65.3,399.2,2577,0,0,0,0,0,6892.121212121212,32,40,41,61.0,66,18564,14674,1613,7,33
Ilkay_Gündogan_300,300,6,9,518,10,636.9,4.37,12.2,7.83,20.31,20,8,182.7,596.2,2351,0,1,0,0,0,327880.7631578947,27,51,76,597.0,132,2284796,892038,2802,0,31
Illan_Meslier_238,238,0,8,548,5,0.0,0.01,0.13,0.12,57.06,67,0,75.9,738.6,3060,0,0,0,0,94,226071.84210526315,34,59,67,17.0,90,338229,376729,1708,3,34
Illia_Zabarnyi_722,722,0,0,54,0,0.9,0.01,0.01,0.0,5.12,5,0,4.1,41.2,297,0,0,0,0,0,515.0555555555555,3,25,22,0.0,7,1185,813,810,0,5
Imari_Samuels_765,765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,62.0,0,7,10,0.0,0,188,35,200,0,0
Isaac_Price_678,678,0,0,3,0,15.6,0.02,0.02,0.0,0.33,0,0,2.5,9.6,32,0,0,0,0,0,315.09090909090907,0,32,28,0.0,0,948,720,990,1,1
Ishé_Samuels-Smith_757,757,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,255.75,0,18,7,0.0,0,211,144,320,0,0
Issa_Diop_470,470,0,8,422,7,27.7,0.49,0.78,0.29,35.86,26,1,53.8,432.6,2008,0,0,0,0,0,29620.473684210527,21,53,53,78.0,79,105477,82305,1643,2,25
Ivan_Neves Abreu Cavaleiro_214,214,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3497.7105263157896,0,53,55,0.0,0,1947,8451,1830,0,0
Ivan_Perišić_448,448,8,6,430,6,732.8,5.23,7.71,2.48,33.910000000000004,44,1,164.2,517.8,2099,0,0,0,0,0,2163147.947368421,23,58,75,394.0,94,3905353,4335382,2071,6,34
Ivan_Toney_80,80,4,35,607,10,424.3,3.72,22.46,18.74,43.65,42,20,258.7,926.8,2953,0,1,0,0,0,2895438.5263157897,33,41,63,1240.0,182,11149605,9233268,2836,9,33
Jack_Butland_162,162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7479.973684210527,0,38,58,0.0,0,5081,11052,1677,0,0
Jack_Colback_381,381,0,0,73,0,33.7,0.15,0.15,0.0,9.82,11,0,9.9,62.0,492,0,0,0,0,0,91480.07894736843,4,35,71,2.0,14,214419,301759,1601,0,11
Jack_Grealish_305,305,10,9,490,10,721.3,6.74,11.24,4.5,14.459999999999999,16,5,191.70000000000002,515.8,2051,0,0,0,0,0,516636.2631578947,23,51,76,683.0,121,3103163,2277117,2630,4,28
Jack_Harrison_233,233,8,15,403,6,791.5,5.06,10.5,5.44,49.47,55,5,181.2,556.2,2707,1,0,0,0,0,262673.44736842107,34,59,67,466.0,134,1196361,930966,2221,2,36
Jack_Hinshelwood_677,677,0,0,3,0,0.0,0.0,0.0,0.0,0.23,0,0,0.0,0.0,1,0,0,0,0,0,186.3913043478261,0,35,44,0.0,1,397,254,1035,0,1
Jack_Stacey_65,65,0,0,36,0,8.6,0.03,0.12,0.09,6.140000000000001,10,0,6.0,44.2,293,0,0,0,0,0,4714.184210526316,3,45,63,8.0,6,2843,6231,1636,2,10
Jack_Stephens_404,404,0,1,233,4,57.3,0.23,0.59,0.36,24.62,24,0,38.0,270.0,1218,0,0,0,0,0,5245.789473684211,13,49,57,51.0,35,7569,9990,1643,3,17
Jack_Wells-Morrison_654,654,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,323.6296296296296,0,31,30,0.0,0,859,704,1215,0,0
Jackson_Smith_557,557,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,85978.52631578948,0,32,57,0.0,0,69468,81297,1496,0,0
Jacob_Murphy_365,365,2,2,240,3,302.5,2.95,6.41,3.46,16.13,12,4,98.9,275.0,1230,0,0,0,0,0,367387.7105263158,14,46,55,410.0,78,738671,946118,1615,0,36
Jacob_Ramsey_47,47,8,13,470,11,496.7,2.89,7.96,5.07,40.5,33,6,152.8,607.2,2634,1,0,0,0,0,108476.57894736843,31,39,58,424.0,135,352030,383760,1984,5,35
Jaden_Philogene-Bidace_55,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,258.2631578947368,0,39,58,0.0,0,0,372,1710,0,0
Jadon_Sancho_340,340,3,8,375,13,543.9,4.13,8.15,4.0200000000000005,24.95,18,6,131.7,390.6,1683,0,0,0,0,0,430428.63157894736,21,32,69,382.0,105,630539,1255026,2726,0,26
Jaidon_Anthony_75,75,1,4,193,2,209.1,1.1,2.79,1.69,26.14,29,3,77.2,299.4,1241,0,0,0,0,0,7911.9473684210525,11,45,63,263.0,61,12707,18026,1995,2,30
Jairo_Riedewald_164,164,0,0,19,0,2.6,0.01,0.05,0.04,0.9299999999999999,0,0,1.5,9.8,60,0,0,0,0,0,5334.105263157895,0,42,47,4.0,6,6780,9390,1640,0,6
Jakub_Kiwior_710,710,0,1,111,2,4.1,0.01,0.11,0.1,6.46,6,1,6.3,53.599999999999994,425,0,0,0,0,0,4798.105263157895,5,30,40,4.0,26,32280,4532,760,0,7
Jakub_Moder_117,117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1792.1052631578948,0,56,69,0.0,0,1878,3923,1677,0,0
Jamaal_Lascelles_360,360,0,0,22,0,0.8999999999999999,0.01,0.12000000000000001,0.11000000000000001,4.34,5,0,5.4,42.6,214,0,0,0,0,0,9061.184210526315,2,46,55,13.0,3,6468,16103,1642,4,7
Jamal_Lewis_372,372,0,0,6,0,0.8,0.0,0.0,0.0,1.0499999999999998,1,0,0.6,1.0,9,0,0,0,0,0,4314.5,0,46,55,4.0,2,5033,5981,1673,0,2
Jamal_Lowe_61,61,0,0,6,0,0.3,0.01,0.01,0.0,0.62,0,0,0.1,0.2,11,0,0,0,0,0,2955.5789473684213,0,45,63,0.0,2,1151,5312,1990,0,2
James_Bree_716,716,0,0,51,0,65.3,0.31,0.34,0.03,9.23,12,0,11.7,49.199999999999996,366,0,0,0,0,0,917.1111111111111,4,29,28,4.0,4,1497,1219,810,1,5
James_Furlong_652,652,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1576.4814814814815,0,44,52,0.0,0,2100,2077,1080,0,0
James_Garner_570,570,1,0,109,2,114.6,0.5,1.2,0.7,15.66,13,0,26.5,90.39999999999999,796,0,0,0,0,0,4787.210526315789,7,45,48,57.0,25,12488,11366,1710,3,16
James_Hill_539,539,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3896.2894736842104,0,45,63,0.0,0,1634,4058,1678,0,0
James_Justin_268,268,2,2,263,5,138.8,0.49000000000000005,0.8,0.31,21.31,25,0,38.699999999999996,208.4,1252,0,0,0,0,0,92938.0,14,55,64,40.0,45,288486,387570,1613,0,14
James_Maddison_261,261,9,9,520,4,970.0,5.53,14.03,8.5,47.16,54,10,252.9,785.4,2479,0,1,0,0,0,761527.052631579,28,55,64,769.0,135,4775955,4501411,3065,10,30
James_McArthur_154,154,0,0,13,0,1.7000000000000002,0.0,0.0,0.0,0.41000000000000003,0,0,0.8999999999999999,6.8,50,0,0,0,0,0,653.2368421052631,0,42,47,0.0,4,1140,1973,1831,0,4
James_McAtee_317,317,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,468.6842105263158,0,51,76,0.0,0,0,841,1710,0,0
James_Milner_274,274,1,0,187,3,207.20000000000002,1.6300000000000001,2.0300000000000002,0.4,13.56,12,0,47.2,172.8,889,0,0,0,0,0,81259.57894736843,7,46,76,92.0,42,149858,183143,1681,2,31
James_Tarkowski_199,199,1,13,632,9,184.7,1.89,4.86,2.97,67.45,57,1,164.2,1019.6,3420,0,0,0,0,0,329444.4736842105,38,45,46,435.0,106,2154132,1072872,1644,6,38
James_Tomkins_153,153,0,1,50,0,1.1,0.0,0.81,0.81,9.99,10,1,14.599999999999998,90.0,335,0,0,0,1,0,103586.13157894737,3,42,47,54.0,8,179531,199175,1487,1,6
James_Ward-Prowse_407,407,4,18,747,4,1162.9,5.3,11.16,5.859999999999999,60.71,72,9,236.3,880.4,3371,1,2,0,0,0,680393.4210526316,38,54,55,319.0,142,1419793,1735124,2392,6,38
James_Wright_753,753,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,217.45454545454547,0,8,15,0.0,0,464,251,440,0,0
Jamie_Shackleton_234,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,292.07894736842104,0,59,67,0.0,0,0,444,1710,0,0
