player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90
Josh Wilson-Esbrand,322,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,82736.0,0,0.0,0,210291,249275,0,0,£4.0,£3.8,£-0.2,-38984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Malheiro de Sá,478,0,18,683,11,0.0,0.0,0.0,0.0,54.63,55,0,84.7,845.6,3240,0,0,2,0,108,600162.0,36,0.0,148,1097336,998496,2,36,£5.0,£5.0,£0.0,98840,36.0,0.0,0.0,0.0,1.5175,0.0,1.5277777777777777,3.0,0.0,0.5
João Cancelo,306,2,10,304,6,266.4,1.53,2.3600000000000003,0.8300000000000001,13.34,16,2,81.2,277.0,1273,0,0,0,1,0,3766542.0,16,276.0,73,3529232,7355879,3,17,£7.0,£7.1,£0.1,-3826647,14.144444444444444,0.10816967792615868,0.1668499607227023,0.0586802827965436,0.9431264728986646,0.14139827179890024,1.131186174391202,0.0,0.14139827179890024,0.7069913589945012
João Filipe Iria Santos Moutinho,503,2,0,297,6,537.7,1.93,3.23,1.3,27.86,28,0,99.2,309.8,1773,0,0,0,0,0,49441.0,20,142.0,56,39533,173728,3,31,£5.0,£4.6,£-0.4,-134195,19.7,0.09796954314720813,0.16395939086294417,0.06598984771573604,1.4142131979695431,0.0,1.4213197969543148,0.0,0.10152284263959391,0.0
João Félix Sequeira,690,0,7,126,2,135.2,0.99,5.6,4.62,14.18,16,4,61.9,203.6,936,0,0,0,1,0,231677.0,11,287.0,44,1061955,709101,1,16,£7.5,£7.1,£-0.4,352854,10.4,0.09519230769230769,0.5384615384615384,0.4442307692307692,1.3634615384615383,0.3846153846153846,1.5384615384615383,0.0,0.0,0.673076923076923
João Palhinha Gonçalves,220,0,5,379,9,141.8,0.39,3.32,2.93,56.379999999999995,43,3,104.2,560.4,3108,1,0,0,0,0,30762.0,35,336.0,83,106475,87429,14,35,£5.0,£4.9,£-0.1,19046,34.53333333333333,0.011293436293436295,0.09613899613899614,0.08484555984555986,1.6326254826254827,0.08687258687258688,1.2451737451737452,0.0,0.0,0.1447876447876448
João Victor Gomes da Silva,721,0,2,84,2,72.0,0.11,0.41000000000000003,0.30000000000000004,14.35,18,1,24.9,133.0,649,0,0,0,0,0,3417.0,7,46.0,21,13798,10878,5,11,£4.5,£4.5,£0.0,2920,7.211111111111111,0.015254237288135594,0.05685670261941449,0.0416024653312789,1.989984591679507,0.1386748844375963,2.4961479198767336,0.0,0.0,0.2773497688751926
Joël Veltman,109,1,6,447,10,200.8,1.02,2.74,1.72,27.53,29,1,77.2,406.2,2183,0,0,0,0,0,349904.0,25,162.0,95,1351186,905937,6,31,£4.5,£4.6,£0.1,445249,24.255555555555556,0.04205222171323866,0.11296381126889601,0.07091158955565735,1.1349977095739807,0.04122766834631241,1.19560238204306,0.0,0.04122766834631241,0.24736601007787448
Juan Larios López,622,0,0,28,0,7.800000000000001,0.02,0.02,0.0,2.48,2,0,3.9,27.6,150,0,0,0,0,0,5860.0,2,4.0,4,9786,9927,0,5,£4.0,£4.0,£0.0,-141,1.6666666666666667,0.012,0.012,0.0,1.488,0.0,1.2,0.0,0.0,0.0
Julio Enciso,125,3,7,189,4,161.0,1.18,5.11,3.93,14.76,12,4,78.5,255.8,794,0,0,0,0,0,71213.0,7,370.0,57,549223,165244,1,20,£5.0,£4.6,£-0.4,383979,8.822222222222223,0.13375314861460955,0.5792191435768262,0.4454659949622166,1.6730478589420654,0.4534005037783375,1.3602015113350125,0.0,0.34005037783375314,0.7934508816120907
Julián Álvarez,319,3,14,393,5,271.1,1.63,8.42,6.79,17.14,16,9,124.7,430.8,1448,0,0,0,0,0,239565.0,13,545.0,103,1777473,838131,0,31,£6.5,£6.1,£-0.4,939342,16.08888888888889,0.1013121546961326,0.5233425414364641,0.4220303867403315,1.0653314917127072,0.5593922651933702,0.994475138121547,0.0,0.18646408839779005,0.8701657458563536
Junior Firpo Adames,239,2,3,187,1,123.4,0.75,0.8700000000000001,0.12000000000000001,29.810000000000002,33,1,45.0,286.0,1364,0,0,0,1,0,4982.0,14,41.0,30,21330,17574,5,19,£4.5,£4.5,£0.0,3756,15.155555555555555,0.04948680351906159,0.05740469208211144,0.007917888563049855,1.966935483870968,0.06598240469208211,2.17741935483871,0.0,0.13196480938416422,0.19794721407624635
Junior Stanislas,58,0,0,13,0,22.900000000000002,0.18,0.22,0.04,0.6900000000000001,1,0,3.9,10.0,58,0,0,0,0,0,2989.0,0,7.0,4,2182,10777,0,4,£5.0,£4.8,£-0.2,-8595,0.6444444444444445,0.27931034482758615,0.34137931034482755,0.06206896551724138,1.0706896551724139,0.0,1.5517241379310345,0.0,0.0,0.0
Kacper Kozłowski,126,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3209.0,0,0.0,0,1670,7052,0,0,£4.5,£4.5,£0.0,-5382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadan Young,672,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,422.0,0,0.0,0,1439,1088,0,0,£4.5,£4.5,£0.0,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaden Rodney,601,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1753.0,0,0.0,0,2598,2346,0,0,£4.5,£4.5,£0.0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelan Casey,746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1893.0,0,0.0,0,3514,1607,0,0,£4.0,£4.0,£0.0,1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Havertz,145,1,13,301,9,513.3,2.75,14.33,11.58,38.25,31,7,199.3,470.2,2565,0,0,0,0,0,421325.0,30,1012.0,102,1940205,1729331,5,35,£8.0,£7.4,£-0.6,210874,28.5,0.09649122807017543,0.5028070175438597,0.4063157894736842,1.3421052631578947,0.24561403508771928,1.087719298245614,0.0,0.03508771929824561,0.45614035087719296
Kaine Kesler Hayden,537,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5917.0,0,0.0,0,1637,10370,0,0,£4.0,£4.0,£0.0,-8733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalidou Koulibaly,520,1,8,408,6,104.1,0.43,1.31,0.88,22.43,22,2,74.5,497.4,1798,0,0,0,1,0,745993.0,20,141.0,74,1167393,1667048,5,23,£5.5,£5.5,£0.0,-499655,19.977777777777778,0.021523915461624025,0.06557285873192437,0.04404894327030033,1.1227474972191323,0.10011123470522804,1.1012235817575082,0.0,0.05005561735261402,0.40044493882091214
Kalvin Phillips,325,0,0,68,1,46.5,0.11,0.39,0.28,5.05,3,0,10.5,39.0,291,0,0,0,0,0,16183.0,2,19.0,14,7909,47955,1,12,£5.0,£4.8,£-0.2,-40046,3.2333333333333334,0.03402061855670103,0.12061855670103093,0.08659793814432991,1.5618556701030928,0.0,0.9278350515463918,0.0,0.0,0.0
Kamaldeen Sulemana,731,1,3,133,3,175.5,1.01,2.77,1.76,18.24,20,2,44.5,105.2,959,0,0,0,0,0,1427.0,10,164.0,45,3881,3098,1,18,£5.0,£4.9,£-0.1,783,10.655555555555555,0.09478623566214808,0.2599582898852972,0.16517205422314912,1.7117831074035452,0.18769551616266947,1.8769551616266946,0.0,0.09384775808133473,0.28154327424400416
Kamari Doyle,769,0,0,1,0,0.3,0.0,0.0,0.0,0.31,0,0,0.0,0.0,6,0,0,0,0,0,14.0,0,0.0,1,15,1,0,1,£4.5,£4.5,£0.0,14,0.06666666666666667,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0
Kaoru Mitoma,124,9,11,457,8,567.6,4.93,13.22,8.29,35.52,35,7,198.9,566.8,2311,0,0,0,0,0,1380804.0,24,857.0,138,6508155,1153598,0,33,£5.0,£5.7,£0.7,5354557,25.677777777777777,0.1919948074426655,0.5148420597144094,0.3228472522717438,1.3832972739073996,0.27260926006057984,1.3630463003028992,0.0,0.35049762007788837,0.4283859800951969
Karl Darlow,353,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,127794.0,0,0.0,0,19553,186775,0,0,£4.0,£3.9,£-0.1,-167222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Hein,655,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1550.0,0,0.0,0,2744,2384,0,0,£4.0,£3.9,£-0.1,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey McAteer,687,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,92.0,0,0.0,0,148,135,0,0,£4.5,£4.5,£0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper Schmeichel,248,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15551.0,0,0.0,0,0,40918,0,0,£5.0,£5.0,£0.0,-40918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keane Lewis-Potter,515,1,0,37,0,64.0,0.29,0.7799999999999999,0.49000000000000005,4.15,4,0,21.9,42.0,313,0,0,0,0,0,6003.0,3,114.0,14,3704,11802,0,10,£5.5,£5.2,£-0.3,-8098,3.477777777777778,0.08338658146964856,0.22428115015974437,0.14089456869009587,1.1932907348242812,0.0,1.1501597444089458,0.0,0.28753993610223644,0.0
Keinan Davis,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4903.0,0,0.0,0,586,13593,0,0,£5.5,£5.4,£-0.1,-13007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi Iheanacho,262,5,9,237,1,228.9,1.5599999999999998,8.42,6.86,22.43,23,5,95.7,306.6,1112,0,0,0,0,0,90819.0,11,437.0,82,388328,423547,0,28,£6.5,£5.8,£-0.7,-35219,12.355555555555556,0.12625899280575537,0.6814748201438848,0.5552158273381295,1.8153776978417264,0.40467625899280574,1.8615107913669064,0.0,0.40467625899280574,0.7284172661870504
Kenny Tete,215,5,1,484,7,385.6,1.9,2.64,0.74,46.78,36,1,111.6,617.8,2569,0,0,0,0,0,44399.0,29,110.0,90,181678,143198,8,31,£4.5,£4.4,£-0.1,38480,28.544444444444444,0.06656286492798755,0.09248734916309849,0.02592448423511094,1.6388478007006617,0.03503308680420397,1.261191124951343,0.0,0.17516543402101986,0.03503308680420397
Kepa Arrizabalaga,133,0,15,575,9,0.1,0.0,0.0,0.0,38.34,33,0,70.6,706.2,2565,0,0,0,0,91,612131.0,29,0.0,118,2149815,1355056,1,29,£4.5,£4.5,£0.0,794759,28.5,0.0,0.0,0.0,1.345263157894737,0.0,1.1578947368421053,3.192982456140351,0.0,0.5263157894736842
Kevin De Bruyne,301,18,26,742,10,1476.7,13.69,19.03,5.34,19.88,23,7,297.6,897.8000000000001,2413,0,0,0,0,0,3312929.0,28,598.0,183,8088109,5897355,1,32,£12.0,£12.1,£0.1,2190754,26.81111111111111,0.5106092001657687,0.7097803564028181,0.1991711562370493,0.7414836303356818,0.2610857853294654,0.8578532946539578,0.0,0.6713634479900539,0.9697472026523001
Kevin Mbabu,532,1,0,39,0,37.699999999999996,0.42,0.42,0.0,7.18,7,0,7.8,39.8,141,0,0,0,0,0,16344.0,1,0.0,7,10708,22531,1,6,£4.5,£4.3,£-0.2,-11823,1.5666666666666667,0.2680851063829787,0.2680851063829787,0.0,4.582978723404255,0.0,4.468085106382979,0.0,0.6382978723404256,0.0
Kevin Schade,688,1,0,76,3,110.4,0.6699999999999999,2.7399999999999998,2.07,7.18,7,0,38.7,72.2,723,0,0,0,0,0,558.0,7,205.0,29,1850,1207,2,18,£5.0,£4.9,£-0.1,643,8.033333333333333,0.08340248962655601,0.3410788381742738,0.2576763485477178,0.8937759336099584,0.0,0.8713692946058091,0.0,0.12448132780082988,0.0
Keylor Navas,729,0,5,273,2,0.0,0.01,0.01,0.0,33.0,32,0,38.7,387.6,1530,0,0,0,0,51,96164.0,17,0.0,43,208329,111800,2,17,£4.5,£4.5,£0.0,96529,17.0,0.0005882352941176471,0.0005882352941176471,0.0,1.9411764705882353,0.0,1.8823529411764706,3.0,0.0,0.29411764705882354
Kieffer Moore,62,0,3,161,3,89.60000000000001,0.5,4.68,4.180000000000001,25.51,34,4,57.3,216.20000000000002,1269,0,0,0,0,0,98976.0,12,272.0,57,438337,421048,1,27,£5.5,£4.9,£-0.6,17289,14.1,0.03546099290780142,0.33191489361702126,0.2964539007092199,1.8092198581560286,0.28368794326241137,2.4113475177304964,0.0,0.0,0.2127659574468085
Kieran Tierney,8,1,0,164,1,85.5,0.43,0.81,0.38,10.9,10,0,29.900000000000002,144.0,774,0,0,0,0,0,87510.0,6,67.0,37,94483,147522,0,27,£5.0,£4.6,£-0.4,-53039,8.6,0.05,0.09418604651162792,0.044186046511627906,1.2674418604651163,0.0,1.1627906976744187,0.0,0.11627906976744186,0.0
Kieran Trippier,357,9,39,941,16,1818.5,12.030000000000001,12.88,0.85,38.41,31,1,284.3,904.8,3342,1,0,0,0,0,6326856.0,38,117.0,198,7120294,2617724,5,38,£5.0,£6.0,£1.0,4502570,37.13333333333333,0.323967684021544,0.34685816876122083,0.02289048473967684,1.0343806104129263,0.026929982046678635,0.8348294434470377,0.0,0.24236983842010773,1.0502692998204668
Kiernan Dewsbury-Hall,266,3,5,347,7,527.7,2.62,4.79,2.17,40.23,41,2,121.0,446.6,2305,0,0,0,1,0,93882.0,28,233.0,82,315977,361998,3,31,£5.0,£4.9,£-0.1,-46021,25.61111111111111,0.10229934924078092,0.1870281995661605,0.0847288503253796,1.5708026030368762,0.07809110629067245,1.6008676789587852,0.0,0.11713665943600868,0.19522776572668113
Killian Phillips,604,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2938.0,0,0.0,0,3926,3936,0,0,£4.5,£4.5,£0.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kjell Scherpen,542,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5558.0,0,0.0,0,1447,6624,0,0,£4.0,£4.0,£0.0,-5177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobbie Mainoo,643,0,0,2,0,0.8,0.07,0.07,0.0,0.25,0,0,1.3,5.8,10,0,0,0,0,0,384.0,0,6.0,1,681,554,0,1,£4.5,£4.5,£0.0,127,0.1111111111111111,0.6300000000000001,0.6300000000000001,0.0,2.25,0.0,0.0,0.0,0.0,0.0
Kofi Balmer,642,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4686.0,0,0.0,0,9755,7173,0,0,£4.0,£4.0,£0.0,2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konstantinos Tsimikas,292,4,2,216,4,281.7,1.3,1.98,0.68,14.450000000000001,11,0,58.5,177.6,762,0,0,0,0,0,32041.0,9,124.0,48,131766,121509,3,20,£4.5,£4.3,£-0.2,10257,8.466666666666667,0.15354330708661418,0.23385826771653542,0.08031496062992126,1.7066929133858268,0.0,1.2992125984251968,0.0,0.47244094488188976,0.23622047244094488
Kortney Hause,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1271.0,0,0.0,0,89,2862,0,0,£4.5,£4.4,£-0.1,-2773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristian Sekularac,667,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,217.0,0,0.0,0,520,448,0,0,£4.5,£4.5,£0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer Ajer,84,0,0,129,4,24.700000000000003,0.12,0.16,0.04,11.34,14,0,15.1,96.8,763,0,0,0,0,0,8609.0,9,27.0,29,24982,24358,0,9,£4.5,£4.5,£0.0,624,8.477777777777778,0.014154652686762777,0.01887287024901704,0.00471821756225426,1.3376146788990826,0.0,1.651376146788991,0.0,0.0,0.0
Kristoffer Klaesson,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,55176.0,0,0.0,0,78933,56836,0,0,£4.0,£3.8,£-0.2,22097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krisztián Hegyi,740,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2212.0,0,0.0,0,5237,2366,0,0,£4.0,£3.9,£-0.1,2871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Zouma,461,1,8,385,7,18.7,0.11,2.07,1.96,27.88,29,2,67.4,415.0,1988,0,0,0,0,0,158008.0,24,239.0,88,469403,451034,0,25,£4.5,£4.4,£-0.1,18369,22.08888888888889,0.004979879275653924,0.0937122736418511,0.08873239436619718,1.2621730382293763,0.09054325955734406,1.312877263581489,0.0,0.04527162977867203,0.36217303822937624
Kyle John,637,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3902.0,0,0.0,0,5975,4650,0,0,£4.0,£3.9,£-0.1,1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker,299,0,0,376,7,176.2,1.32,1.71,0.39,20.07,20,0,43.8,223.79999999999998,1953,0,0,0,0,0,583321.0,22,39.0,69,1554447,1754518,3,27,£5.0,£4.7,£-0.3,-200071,21.7,0.060829493087557605,0.07880184331797235,0.017972350230414748,0.9248847926267282,0.0,0.9216589861751152,0.0,0.0,0.0
Kyle Walker-Peters,409,0,2,335,3,277.9,2.5,3.58,1.08,51.26,58,1,87.9,403.4,2650,0,0,0,0,0,94575.0,30,198.0,56,158567,219731,4,31,£4.5,£4.4,£-0.1,-61164,29.444444444444443,0.0849056603773585,0.12158490566037737,0.03667924528301887,1.7409056603773585,0.033962264150943396,1.969811320754717,0.0,0.0,0.06792452830188679
Lamare Bogarde,638,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4126.0,0,0.0,0,6240,5638,0,0,£4.0,£4.0,£0.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,613,0,0,13,0,4.5,0.03,0.03,0.0,4.57,4,0,2.5,20.2,136,0,0,0,0,0,3380.0,2,0.0,2,7522,7955,1,3,£4.5,£4.3,£-0.2,-433,1.511111111111111,0.019852941176470587,0.019852941176470587,0.0,3.024264705882353,0.0,2.6470588235294117,0.0,0.0,0.0
Leander Dendoncker,479,0,0,163,4,96.10000000000001,0.14,0.86,0.72,14.68,14,0,30.599999999999998,143.4,897,0,0,0,0,0,8717.0,9,64.0,37,9258,18770,0,24,£5.0,£4.7,£-0.3,-9512,9.966666666666667,0.014046822742474917,0.0862876254180602,0.07224080267558528,1.4729096989966555,0.0,1.4046822742474916,0.0,0.0,0.0
Leandro Trossard,111,13,8,494,8,687.1,6.02,12.39,6.37,30.79,38,8,216.6,620.0,2237,0,0,0,0,0,1151545.0,26,859.0,154,4904350,4603796,1,36,£6.5,£6.6,£0.1,300554,24.855555555555554,0.24219937416182385,0.4984801072865445,0.2562807331247206,1.2387572641931157,0.32185963343763974,1.5288332588287887,0.0,0.5230219043361646,0.32185963343763974
Leo Fuhr Hjelde,243,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23350.0,0,0.0,0,15324,32850,0,0,£4.0,£3.9,£-0.1,-17526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,45,5,6,242,8,439.1,4.77,10.11,5.34,35.15,32,4,130.1,334.2,1964,0,0,0,0,0,524750.0,26,532.0,100,1042070,2357916,4,33,£5.0,£4.3,£-0.7,-1315846,21.822222222222223,0.2185845213849287,0.46328920570264764,0.24470468431771894,1.610743380855397,0.18329938900203666,1.4663951120162932,0.0,0.22912423625254583,0.27494908350305497
Levi Colwill,559,2,6,249,3,100.69999999999999,0.31,1.72,1.41,22.2,21,0,37.4,222.0,1218,0,0,0,0,0,9420.0,13,50.0,46,43801,24104,1,17,£4.5,£4.4,£-0.1,19697,13.533333333333333,0.0229064039408867,0.1270935960591133,0.1041871921182266,1.6403940886699506,0.0,1.5517241379310345,0.0,0.1477832512315271,0.4433497536945813
Lewis Bate,241,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,652.0,0,0.0,0,0,1424,0,0,£4.5,£4.5,£0.0,-1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Brunt,273,0,0,4,0,1.0,0.01,0.01,0.0,0.78,1,0,0.3,2.2,22,0,0,0,0,0,34512.0,0,0.0,1,29821,38477,0,1,£4.0,£3.9,£-0.1,-8656,0.24444444444444444,0.04090909090909091,0.04090909090909091,0.0,3.190909090909091,0.0,4.090909090909091,0.0,0.0,0.0
Lewis Cook,67,2,1,280,3,352.5,2.3,2.54,0.24000000000000002,32.089999999999996,39,0,71.2,313.0,1712,0,0,0,0,0,6826.0,18,45.0,51,10511,14558,4,28,£5.0,£4.9,£-0.1,-4047,19.022222222222222,0.12091121495327102,0.13352803738317756,0.012616822429906542,1.6869742990654204,0.0,2.050233644859813,0.0,0.10514018691588785,0.052570093457943924
Lewis Dunk,106,1,7,648,12,163.6,0.9,2.57,1.6700000000000002,46.43,50,1,102.4,661.4,3240,1,0,0,0,0,604680.0,36,198.0,112,2128569,1084584,4,36,£4.5,£4.8,£0.3,1043985,36.0,0.025,0.07138888888888889,0.046388888888888896,1.2897222222222222,0.027777777777777776,1.3888888888888888,0.0,0.027777777777777776,0.19444444444444445
Lewis Hall,661,0,3,118,1,174.3,1.46,2.29,0.83,13.29,11,0,40.7,113.2,653,0,0,0,0,0,1550.0,8,119.0,19,8474,4564,1,9,£4.5,£4.3,£-0.2,3910,7.2555555555555555,0.2012251148545176,0.3156202143950995,0.11439509954058193,1.8316998468606431,0.0,1.5160796324655437,0.0,0.0,0.41347626339969373
Lewis Miley,741,0,0,2,0,0.0,0.0,0.08,0.08,0.87,0,0,0.0,0.0,14,0,0,0,0,0,260.0,0,0.0,1,609,410,0,1,£4.5,£4.5,£0.0,199,0.15555555555555556,0.0,0.5142857142857142,0.5142857142857142,5.5928571428571425,0.0,0.0,0.0,0.0,0.0
Lewis O'Brien,524,0,0,88,1,56.400000000000006,0.19,0.53,0.34,14.129999999999999,14,1,21.1,107.8,578,0,0,0,0,0,4626.0,6,47.0,22,5613,8874,2,13,£5.0,£4.7,£-0.3,-3261,6.4222222222222225,0.02958477508650519,0.08252595155709343,0.052941176470588235,2.2001730103806225,0.15570934256055363,2.179930795847751,0.0,0.0,0.0
Lewis Payne,647,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,255.0,0,0.0,0,489,500,0,0,£4.5,£4.5,£0.0,-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Warrington,561,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8055.0,0,0.0,0,18771,17660,0,0,£4.5,£4.4,£-0.1,1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Cooper,221,0,1,238,2,65.2,0.31,1.21,0.9,26.08,32,1,51.7,309.8,1425,0,0,0,0,0,6395.0,16,145.0,31,14562,18383,5,18,£4.5,£4.4,£-0.1,-3821,15.833333333333334,0.019578947368421053,0.07642105263157895,0.056842105263157895,1.647157894736842,0.06315789473684211,2.0210526315789474,0.0,0.0,0.06315789473684211
Liam Delap,323,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,24146.0,0,0.0,0,13802,61384,0,0,£4.5,£4.4,£-0.1,-47582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lino Sousa,631,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6401.0,0,0.0,0,8529,7597,0,0,£4.0,£4.0,£0.0,932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisandro Martínez,533,0,6,481,9,110.4,1.02,1.48,0.45999999999999996,32.52,33,1,76.7,571.8,2113,0,0,0,0,0,616274.0,24,82.0,81,1411480,1156960,6,27,£4.5,£4.4,£-0.1,254520,23.477777777777778,0.04344533838144818,0.06303833412210127,0.0195929957406531,1.3851396119261714,0.04259346900141978,1.4055844770468529,0.0,0.0,0.2555608140085187
Lloyd Kelly,73,2,5,372,5,97.7,0.7,0.87,0.17,35.92,38,0,52.1,394.0,2040,0,0,0,0,0,68850.0,23,26.0,60,125693,180542,3,23,£4.5,£4.3,£-0.2,-54849,22.666666666666668,0.03088235294117647,0.03838235294117647,0.0075,1.5847058823529412,0.0,1.676470588235294,0.0,0.08823529411764705,0.22058823529411764
Loris Karius,626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7153.0,0,0.0,0,15083,11728,0,0,£4.0,£3.9,£-0.1,3355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loïc Badé,621,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2213.0,0,0.0,0,1777,2337,0,0,£4.5,£4.5,£0.0,-560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loïc Mbe Soh,393,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3607.0,0,0.0,0,1277,4303,0,0,£4.5,£4.2,£-0.3,-3026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Digne,33,0,4,234,3,293.3,1.9,2.33,0.43,25.91,25,1,65.8,271.4,1492,1,0,0,0,0,177565.0,18,92.0,50,346378,625848,5,28,£5.0,£4.5,£-0.5,-279470,16.57777777777778,0.11461126005361928,0.1405495978552279,0.025938337801608577,1.562935656836461,0.06032171581769436,1.508042895442359,0.0,0.0,0.24128686327077745
