player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90
Aaron Cresswell,457,1,8,439,6,632.9,2.85,3.21,0.36,32.82,32,0,113.0,411.6,2235,0,0,0,0,0,204687.0,24,81.0,74,457672,564161,3,28,£5.0,£4.7,£-0.3,-106489,24.833333333333332,0.11476510067114094,0.12926174496644297,0.014496644295302013,1.3216107382550337,0.0,1.2885906040268458,0.0,0.04026845637583893,0.32214765100671144
Aaron Hickey,510,3,2,310,5,119.8,0.58,0.96,0.38,28.13,30,0,44.2,223.6,1918,0,0,0,0,0,33477.0,23,98.0,63,76845,77735,7,26,£5.0,£4.9,£-0.1,-890,21.31111111111111,0.02721584984358707,0.04504692387904067,0.017831074035453597,1.319968717413973,0.0,1.407716371220021,0.0,0.14077163712200208,0.09384775808133473
Aaron Ramsdale,15,0,9,664,14,0.0,0.02,0.02,0.0,42.31,43,0,76.2,761.4,3420,0,0,0,0,94,1273606.0,38,0.0,143,1794560,2095664,1,38,£5.0,£4.8,£-0.2,-301104,38.0,0.0005263157894736842,0.0005263157894736842,0.0,1.113421052631579,0.0,1.131578947368421,2.473684210526316,0.0,0.23684210526315788
Aaron Wan-Bissaka,341,0,3,308,8,221.9,0.91,2.1,1.1900000000000002,19.17,10,0,65.5,290.4,1432,0,0,0,0,0,81502.0,16,143.0,67,601062,236479,2,19,£4.5,£4.3,£-0.2,364583,15.911111111111111,0.057192737430167596,0.1319832402234637,0.0747905027932961,1.20481843575419,0.0,0.6284916201117319,0.0,0.0,0.18854748603351956
Abdoulaye Doucouré,185,2,10,263,4,261.2,1.52,4.13,2.61,32.1,27,5,80.3,315.8,1527,0,0,0,1,0,9925.0,17,229.0,76,40813,36905,6,25,£5.5,£5.3,£-0.2,3908,16.966666666666665,0.08958742632612968,0.24341846758349708,0.1538310412573674,1.8919449901768175,0.29469548133595286,1.5913555992141455,0.0,0.11787819253438116,0.5893909626719057
Adam Armstrong,408,1,3,161,1,148.8,0.75,2.98,2.23,24.77,24,2,55.6,142.0,1321,0,0,0,0,0,96519.0,14,275.0,54,262428,290974,2,30,£5.5,£5.3,£-0.2,-28546,14.677777777777777,0.05109765329295988,0.20302800908402727,0.15193035579106737,1.6875851627554883,0.13626040878122636,1.635124905374716,0.0,0.06813020439061318,0.2043906131718395
Adam Forshaw,224,0,0,78,0,62.0,0.65,0.68,0.03,11.94,13,0,11.3,49.599999999999994,473,0,0,0,0,0,4356.0,5,0.0,16,5154,8732,0,12,£4.5,£4.4,£-0.1,-3578,5.2555555555555555,0.12367864693446089,0.12938689217758986,0.005708245243128964,2.271881606765328,0.0,2.473572938689218,0.0,0.0,0.0
Adam Lallana,101,1,4,146,5,186.7,1.22,2.1,0.88,10.59,10,2,48.5,144.2,717,0,0,0,0,0,12730.0,12,152.0,47,35004,43834,0,16,£5.0,£4.8,£-0.2,-8830,7.966666666666667,0.15313807531380752,0.26359832635983266,0.11046025104602511,1.3292887029288702,0.2510460251046025,1.2552301255230125,0.0,0.12552301255230125,0.502092050209205
Adam Smith,57,1,5,400,7,261.6,1.57,2.0700000000000003,0.5,54.01,58,0,75.7,406.2,2940,0,0,0,0,0,20618.0,34,88.0,74,71422,69103,11,37,£4.5,£4.3,£-0.2,2319,32.666666666666664,0.048061224489795926,0.06336734693877552,0.015306122448979593,1.6533673469387755,0.0,1.7755102040816328,0.0,0.030612244897959186,0.15306122448979592
Adam Webster,108,0,3,405,9,104.0,0.45,2.17,1.72,25.8,27,0,58.4,354.0,1983,1,0,0,0,0,60874.0,23,126.0,75,243821,213381,2,27,£4.5,£4.5,£0.0,30440,22.033333333333335,0.02042360060514372,0.09848714069591527,0.07806354009077156,1.1709531013615733,0.0,1.2254160363086233,0.0,0.0,0.1361573373676248
Adama Traoré Diarra,491,4,0,228,2,370.0,3.2199999999999998,4.6,1.3800000000000001,29.490000000000002,30,2,87.9,253.6,1477,0,0,0,0,0,27132.0,12,258.0,66,75566,70246,2,34,£5.5,£5.3,£-0.2,5320,16.41111111111111,0.19620853080568718,0.2802979011509817,0.08408937034529453,1.7969532836831417,0.12186865267433987,1.8280297901150981,0.0,0.24373730534867974,0.0
Adrián San Miguel del Castillo,497,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,72915.0,0,0.0,0,61274,78900,0,0,£4.0,£3.8,£-0.2,-17626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,21,1,0,202,3,159.20000000000002,0.76,0.78,0.02,22.2,31,0,46.0,280.2,1400,0,0,0,0,0,4889.0,13,23.0,38,5314,9089,3,22,£5.0,£4.8,£-0.2,-3775,15.555555555555555,0.048857142857142856,0.05014285714285714,0.0012857142857142859,1.427142857142857,0.0,1.9928571428571429,0.0,0.0642857142857143,0.0
Albert Sambi Lokonga,18,0,0,129,2,57.2,0.18,0.35,0.17,8.120000000000001,8,0,17.6,98.4,728,0,0,0,0,0,26660.0,8,20.0,23,34413,48310,2,15,£4.5,£4.3,£-0.2,-13897,8.088888888888889,0.022252747252747253,0.04326923076923077,0.021016483516483518,1.003846153846154,0.0,0.989010989010989,0.0,0.0,0.0
Alejandro Garnacho,569,2,0,81,0,58.5,0.9500000000000001,3.92,2.97,8.02,13,3,47.9,153.79999999999998,557,0,0,0,0,0,61587.0,5,266.0,39,505030,275124,3,19,£4.5,£4.1,£-0.4,229906,6.188888888888889,0.15350089766606823,0.6333931777378815,0.4798922800718133,1.2958707360861759,0.4847396768402154,2.1005385996409336,0.0,0.3231597845601436,0.0
Aleksandar Mitrović,210,2,14,324,7,216.5,1.31,16.62,15.31,35.7,30,14,193.1,584.8,2010,0,4,0,0,0,2227874.0,23,1141.0,107,8480425,7579097,7,24,£6.5,£6.6,£0.1,901328,22.333333333333332,0.058656716417910454,0.744179104477612,0.6855223880597016,1.5985074626865674,0.6268656716417911,1.3432835820895523,0.0,0.08955223880597016,0.6268656716417911
Alex Iwobi,186,8,9,563,9,917.7,4.3100000000000005,6.87,2.56,66.42,56,2,196.7,682.4,3379,0,0,0,0,0,119391.0,38,366.0,126,913064,580408,2,38,£5.5,£4.9,£-0.6,332656,37.544444444444444,0.11479727730097664,0.1829831311038769,0.06818585380290026,1.7691032849955608,0.053270198283515834,1.4915655519384434,0.0,0.21308079313406333,0.23971589227582124
Alex McCarthy,401,0,0,83,0,0.0,0.0,0.0,0.0,15.16,17,0,8.4,84.2,540,0,0,0,0,14,18989.0,6,0.0,8,8226,23641,0,6,£4.5,£4.3,£-0.2,-15415,6.0,0.0,0.0,0.0,2.526666666666667,0.0,2.8333333333333335,2.3333333333333335,0.0,0.0
Alex Mighten,395,0,0,1,0,0.3,0.0,0.0,0.0,0.23,0,0,0.0,0.0,7,0,0,0,0,0,1350.0,0,0.0,1,414,2518,0,1,£5.0,£4.9,£-0.1,-2104,0.07777777777777778,0.0,0.0,0.0,2.9571428571428573,0.0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,278,0,2,57,0,66.3,0.18,1.45,1.27,6.64,7,1,22.3,72.4,332,0,0,0,0,0,1602.0,4,84.0,20,5069,5534,0,9,£5.0,£4.9,£-0.1,-465,3.688888888888889,0.04879518072289156,0.39307228915662645,0.34427710843373494,1.7999999999999998,0.2710843373493976,1.897590361445783,0.0,0.0,0.5421686746987951
Alex Robertson,772,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7.0,0,0.0,0,14,1,0,0,£4.5,£4.5,£0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Smithies,581,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5384.0,0,0.0,0,9262,8065,0,0,£4.0,£3.9,£-0.1,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Telles,334,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2518.0,0,0.0,0,0,6396,0,0,£5.0,£5.0,£0.0,-6396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,594,2,18,353,4,244.1,1.3699999999999999,9.48,8.11,18.67,20,10,141.1,475.0,1520,0,0,0,0,0,523679.0,17,693.0,100,4148930,1921838,3,22,£7.0,£7.0,£0.0,2227092,16.88888888888889,0.08111842105263158,0.5613157894736842,0.4801973684210526,1.1054605263157895,0.5921052631578947,1.1842105263157894,0.0,0.11842105263157894,1.0657894736842104
Alexandre Moreno Lopera,694,3,5,278,7,321.1,2.57,3.16,0.59,17.83,10,0,72.3,254.4,1325,0,0,0,0,0,142696.0,14,151.0,72,479795,228510,3,19,£4.5,£4.5,£0.0,251285,14.722222222222221,0.17456603773584906,0.2146415094339623,0.04007547169811321,1.2110943396226415,0.0,0.679245283018868,0.0,0.2037735849056604,0.339622641509434
Alexis Mac Allister,116,2,18,567,10,729.6,4.27,16.32,12.05,40.48,45,10,217.8,741.0,2882,1,0,0,0,0,662817.0,31,706.0,140,4675372,1746724,8,35,£5.5,£5.6,£0.1,2928648,32.022222222222226,0.1333448993754337,0.5096460791117279,0.37630117973629423,1.26412213740458,0.3122831367106176,1.4052741151977792,0.0,0.06245662734212352,0.5621096460791116
Alfie Devine,452,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9363.0,0,0.0,0,8346,12829,0,0,£4.5,£4.3,£-0.2,-4483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Gilchrist,775,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,30.0,0,0.0,0,72,5,0,0,£4.0,£4.0,£0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson Ramses Becker,281,1,15,824,14,10.1,0.02,0.02,0.0,50.02,43,0,97.6,966.4,3330,0,0,1,0,107,1662512.0,37,0.0,162,2464617,2276182,1,37,£5.5,£5.5,£0.0,188435,37.0,0.0005405405405405405,0.0005405405405405405,0.0,1.351891891891892,0.0,1.162162162162162,2.891891891891892,0.02702702702702703,0.40540540540540543
Allan Marques Loureiro,183,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7300.0,0,0.0,0,4287,15524,0,0,£5.0,£4.8,£-0.2,-11237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Saint-Maximin,368,6,4,240,4,344.1,2.59,4.1899999999999995,1.6,13.91,14,1,98.2,266.4,1109,0,0,0,0,0,452713.0,12,370.0,66,1081082,1495419,1,25,£6.5,£6.1,£-0.4,-414337,12.322222222222223,0.2101893597835888,0.34003606853020735,0.12984670874661858,1.128854824165915,0.0811541929666366,1.1361587015329124,0.0,0.48692515779981965,0.3246167718665464
Alphonse Areola,473,0,0,42,0,0.0,0.0,0.0,0.0,7.630000000000001,7,0,6.8,69.4,307,0,0,0,0,9,110286.0,2,0.0,7,78804,137084,0,5,£4.5,£4.3,£-0.2,-58280,3.411111111111111,0.0,0.0,0.0,2.2368078175895767,0.0,2.0521172638436482,2.638436482084691,0.0,0.0
Amad Diallo,550,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6447.0,0,0.0,0,5075,15209,0,0,£4.5,£4.4,£-0.1,-10134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Onana,577,3,2,300,9,295.1,1.66,4.61,2.9499999999999997,47.89,37,1,92.0,347.2,2486,0,0,0,0,0,17932.0,29,280.0,77,73221,62037,9,33,£5.0,£4.7,£-0.3,11184,27.622222222222224,0.06009654062751407,0.1668946098149638,0.1067980691874497,1.7337489943684634,0.036202735317779566,1.3395012067578438,0.0,0.10860820595333869,0.07240547063555913
Amario Cozier-Duberry,668,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,226.0,0,0.0,0,544,277,0,0,£4.5,£4.5,£0.0,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Hoelgebaum Pereira,346,10,9,360,8,965.0,4.26,11.42,7.16,47.49,40,4,189.29999999999998,440.6,2696,0,0,0,0,0,2139922.0,33,495.0,123,3563426,4435244,8,33,£4.5,£4.3,£-0.2,-871818,29.955555555555556,0.1422106824925816,0.3812314540059347,0.23902077151335313,1.5853486646884274,0.13353115727002968,1.3353115727002967,0.0,0.33382789317507416,0.3004451038575668
Andrew Moran,651,0,0,3,0,0.0,0.0,0.0,0.0,0.82,1,0,0.0,0.0,11,0,0,0,0,0,639.0,0,0.0,1,2044,1488,0,1,£4.5,£4.5,£0.0,556,0.12222222222222222,0.0,0.0,0.0,6.709090909090909,0.0,8.181818181818182,0.0,0.0,0.0
Andrew Robertson,284,8,10,633,9,862.1,6.69,7.93,1.24,36.59,34,0,162.3,549.2,2579,0,0,0,0,0,672931.0,29,211.0,121,2157176,2021456,3,34,£7.0,£6.8,£-0.2,135720,28.655555555555555,0.23346258239627765,0.2767351686700271,0.04327258627374952,1.2768902675455605,0.0,1.1865063978286157,0.0,0.2791779759596743,0.34897246994959286
Andrey Nascimento dos Santos,702,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,224.0,0,0.0,0,445,424,0,0,£4.5,£4.5,£0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros Townsend,179,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,657.0,0,0.0,0,1410,1473,0,0,£5.5,£5.4,£-0.1,-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Ayew,734,0,0,27,0,17.1,0.03,1.09,1.06,7.41,10,0,10.5,34.0,306,0,1,0,0,0,701.0,1,53.0,11,1848,1452,1,13,£5.0,£5.0,£0.0,396,3.4,0.008823529411764706,0.3205882352941177,0.31176470588235294,2.1794117647058826,0.0,2.9411764705882355,0.0,0.0,0.0
André Tavares Gomes,184,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6806.0,0,0.0,0,1409,16502,0,0,£4.5,£4.5,£0.0,-15093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Lonergan,760,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,112.0,0,0.0,0,180,83,0,0,£4.0,£4.0,£0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Ogbonna,456,0,4,217,4,35.2,0.06999999999999999,0.33,0.26,20.419999999999998,19,0,27.4,212.8,1234,0,0,0,0,0,8050.0,13,24.0,44,12237,15816,0,16,£4.5,£4.4,£-0.1,-3579,13.71111111111111,0.0051053484602917336,0.024068071312803894,0.018962722852512156,1.4893030794165316,0.0,1.3857374392220423,0.0,0.0,0.29173419773095627
Anthony Elanga,344,1,0,53,2,78.8,0.98,1.6300000000000001,0.65,4.79,2,0,28.7,52.400000000000006,417,0,0,0,0,0,50935.0,5,162.0,23,74073,121338,0,16,£5.0,£4.6,£-0.4,-47265,4.633333333333334,0.21151079136690645,0.3517985611510791,0.14028776978417265,1.0338129496402877,0.0,0.4316546762589928,0.0,0.2158273381294964,0.0
Anthony Gordon,195,0,5,186,4,215.29999999999998,1.29,6.02,4.73,25.18,18,4,99.8,265.6,1574,0,0,0,0,0,169962.0,16,517.0,68,653554,738912,7,32,£5.5,£5.1,£-0.4,-85358,17.488888888888887,0.07376111817026684,0.34421855146124525,0.27045743329097843,1.4397712833545109,0.2287166454891995,1.0292249047013977,0.0,0.0,0.2858958068614994
Anthony Knockaert,202,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2504.0,0,0.0,0,1126,4898,0,0,£5.0,£4.7,£-0.3,-3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Martial,345,3,4,230,7,179.0,1.46,7.49,6.03,13.57,8,6,85.4,305.20000000000005,970,0,0,0,0,0,214214.0,11,376.0,66,2000456,1693229,0,21,£7.0,£6.3,£-0.7,307227,10.777777777777779,0.1354639175257732,0.6949484536082474,0.5594845360824742,1.2590721649484535,0.556701030927835,0.7422680412371133,0.0,0.2783505154639175,0.37113402061855666
Antoine Semenyo,714,0,1,56,0,26.5,0.02,0.38,0.36,7.7,6,1,10.700000000000001,50.0,250,0,0,0,0,0,2423.0,2,32.0,18,6549,5016,0,11,£5.0,£5.0,£0.0,1533,2.7777777777777777,0.007200000000000001,0.1368,0.1296,2.7720000000000002,0.36,2.16,0.0,0.0,0.36
Antonee Robinson,217,2,5,558,9,417.6,1.6800000000000002,1.75,0.07,55.11,44,0,102.9,553.0,3088,0,0,0,0,0,33469.0,35,57.0,93,153893,104479,8,35,£4.5,£4.4,£-0.1,49414,34.31111111111111,0.04896373056994819,0.051003886010362695,0.002040155440414508,1.606185233160622,0.0,1.2823834196891193,0.0,0.05829015544041451,0.1457253886010363
Antony Matheus dos Santos,609,2,4,262,12,421.0,2.42,9.07,6.65,25.37,21,4,137.1,322.0,1803,0,0,0,0,0,477169.0,23,633.0,82,1575700,1535711,5,25,£7.5,£7.3,£-0.2,39989,20.033333333333335,0.12079866888519133,0.45274542429284526,0.3319467554076539,1.2663893510815307,0.19966722129783693,1.0482529118136439,0.0,0.09983361064891846,0.19966722129783693
Anwar El Ghazi,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4450.0,0,0.0,0,2511,12438,0,0,£5.0,£4.8,£-0.2,-9927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Archie Gray,565,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4562.0,0,0.0,0,8377,9621,0,0,£4.5,£4.5,£0.0,-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armando Broja,150,1,0,56,1,18.200000000000003,0.060000000000000005,0.9,0.8400000000000001,4.49,5,1,19.7,64.6,285,0,0,0,0,0,52114.0,2,113.0,21,72331,173210,0,12,£5.5,£5.2,£-0.3,-100879,3.1666666666666665,0.018947368421052633,0.28421052631578947,0.26526315789473687,1.4178947368421053,0.31578947368421056,1.5789473684210527,0.0,0.31578947368421056,0.0
Armel Bella-Kotchap,423,2,5,345,3,76.4,0.44,1.49,1.05,35.93,39,0,60.6,422.4,1881,0,0,0,0,0,18142.0,24,105.0,49,51125,50263,4,24,£4.5,£4.5,£0.0,862,20.9,0.02105263157894737,0.07129186602870814,0.05023923444976077,1.7191387559808613,0.0,1.8660287081339715,0.0,0.09569377990430622,0.23923444976076558
Armstrong Oko-Flex,572,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3456.0,0,0.0,0,6413,7534,0,0,£4.5,£4.4,£-0.1,-1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnaut Danjuma,713,0,0,43,0,25.1,0.07,0.91,0.8400000000000001,2.31,5,1,14.8,53.199999999999996,162,0,0,0,0,0,3449.0,1,71.0,15,9274,6858,0,9,£6.5,£6.1,£-0.4,2416,1.8,0.03888888888888889,0.5055555555555555,0.4666666666666667,1.2833333333333334,0.5555555555555556,2.7777777777777777,0.0,0.0,0.0
Arthur Henrique Ramos de Oliveira Melo,620,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2841.0,0,0.0,0,3706,6239,0,0,£5.0,£4.8,£-0.2,-2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Masuaku,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,903.0,0,0.0,0,0,2214,0,0,£4.5,£4.5,£0.0,-2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Young,538,0,8,388,9,223.4,0.78,1.24,0.46,31.81,28,1,68.7,380.2,2031,0,0,0,0,0,75456.0,23,81.0,87,267562,208712,7,29,£4.5,£4.3,£-0.2,58850,22.566666666666666,0.034564254062038405,0.054948301329394385,0.020384047267355983,1.4096011816838996,0.04431314623338257,1.240768094534712,0.0,0.0,0.35450516986706054
Asmir Begović,176,0,2,30,1,0.0,0.0,0.0,0.0,1.04,0,0,3.6,36.0,90,0,0,0,0,4,94269.0,1,0.0,9,149297,137760,0,1,£4.0,£3.8,£-0.2,11537,1.0,0.0,0.0,0.0,1.04,0.0,0.0,4.0,0.0,2.0
Aymeric Laporte,309,0,3,210,4,107.8,0.44,0.93,0.49,11.77,10,0,34.1,166.2,992,0,0,0,0,0,50190.0,11,68.0,40,136927,148692,0,12,£6.0,£5.6,£-0.4,-11765,11.022222222222222,0.039919354838709675,0.084375,0.04445564516129032,1.067842741935484,0.0,0.907258064516129,0.0,0.0,0.2721774193548387
Ayoze Pérez,260,2,0,69,1,151.0,0.57,1.62,1.0499999999999998,5.51,5,0,30.9,65.2,378,0,0,0,0,0,9413.0,3,92.0,19,9480,18353,0,8,£5.0,£4.7,£-0.3,-8873,4.2,0.1357142857142857,0.38571428571428573,0.24999999999999994,1.311904761904762,0.0,1.1904761904761905,0.0,0.47619047619047616,0.0
Bashir Humphreys,673,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,332.0,0,0.0,0,410,473,0,0,£4.5,£4.5,£0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Chilwell,139,3,4,302,4,382.6,2.49,4.06,1.57,18.25,19,2,84.2,283.4,1402,0,0,0,0,0,457443.0,15,178.0,70,1958708,1662987,3,23,£6.0,£5.6,£-0.4,295721,15.577777777777778,0.15984308131241085,0.2606276747503566,0.1007845934379458,1.171540656205421,0.12838801711840228,1.2196861626248217,0.0,0.19258202567760344,0.25677603423680456
Ben Davies,432,3,3,470,9,276.9,1.47,2.48,1.01,26.59,33,2,85.8,407.8,2284,0,0,0,0,0,126080.0,26,172.0,99,384209,385022,4,31,£5.0,£4.7,£-0.3,-813,25.377777777777776,0.057924693520140104,0.09772329246935202,0.03979859894921191,1.0477670753064798,0.0788091068301226,1.300350262697023,0.0,0.1182136602451839,0.1182136602451839
Ben Davies,499,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,509.0,0,0.0,0,0,554,0,0,£4.0,£4.0,£0.0,-554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Doak,665,0,0,4,0,1.4000000000000001,0.0,0.0,0.0,0.96,1,0,1.2,5.6,23,0,0,0,0,0,386.0,0,4.0,2,1022,881,0,2,£4.5,£4.5,£0.0,141,0.25555555555555554,0.0,0.0,0.0,3.756521739130435,0.0,3.91304347826087,0.0,0.0,0.0
Ben Godfrey,193,1,0,101,1,42.3,0.08,1.32,1.24,18.17,18,0,23.6,146.8,801,0,0,0,0,0,5828.0,10,46.0,18,8505,17477,2,13,£4.5,£4.3,£-0.2,-8972,8.9,0.00898876404494382,0.14831460674157304,0.1393258426966292,2.0415730337078655,0.0,2.0224719101123596,0.0,0.11235955056179775,0.0
Ben Greenwood,737,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2218.0,0,0.0,0,5484,3121,0,0,£4.0,£4.0,£0.0,2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,471,0,1,164,2,76.8,0.4,0.46,0.06,15.66,13,0,25.9,161.6,860,0,0,0,0,0,7692.0,9,20.0,29,7881,13691,0,17,£4.5,£4.4,£-0.1,-5810,9.555555555555555,0.041860465116279076,0.048139534883720934,0.00627906976744186,1.6388372093023256,0.0,1.3604651162790697,0.0,0.0,0.10465116279069768
Ben Knight,600,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,786.0,0,0.0,0,936,888,0,0,£4.5,£4.5,£0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Mee,526,2,11,643,12,92.0,0.74,3.93,3.19,46.31,40,3,116.3,761.4,3269,0,0,0,0,0,1123918.0,37,307.0,143,4012888,2058139,2,37,£4.5,£4.8,£0.3,1954749,36.32222222222222,0.020373202814316305,0.10819822575711227,0.08782502294279596,1.274977057204038,0.08259406546344447,1.1012542061792596,0.0,0.05506271030896299,0.3028449066992964
Ben Pearson,68,0,0,32,1,6.4,0.02,0.06999999999999999,0.05,5.92,10,0,3.7,21.0,282,0,0,0,0,0,20682.0,3,9.0,9,52938,66514,1,7,£4.5,£4.4,£-0.1,-13576,3.1333333333333333,0.006382978723404256,0.02234042553191489,0.01595744680851064,1.8893617021276596,0.0,3.1914893617021276,0.0,0.0,0.0
Benjamin White,10,5,12,734,15,491.2,3.6,4.8500000000000005,1.25,37.23,35,2,130.0,649.0,3054,0,0,0,0,0,1228300.0,36,159.0,156,3356427,2290879,5,38,£4.5,£5.0,£0.5,1065548,33.93333333333333,0.10609037328094303,0.14292730844793716,0.03683693516699411,1.0971512770137524,0.05893909626719058,1.031434184675835,0.0,0.14734774066797643,0.35363457760314343
Benoît Badiashile,689,0,2,209,4,49.1,0.2,1.46,1.26,12.309999999999999,9,1,35.1,219.8,904,0,0,0,0,0,63219.0,10,81.0,40,213437,175889,2,11,£5.0,£5.0,£0.0,37548,10.044444444444444,0.01991150442477876,0.14535398230088495,0.12544247787610618,1.2255530973451327,0.09955752212389381,0.8960176991150443,0.0,0.0,0.19911504424778761
Bernardo Veiga de Carvalho e Silva,311,6,9,427,7,515.0,3.83,5.92,2.09,23.24,24,4,143.1,492.0,2196,0,0,0,0,0,770933.0,24,424.0,106,2008156,2006760,5,34,£7.0,£6.7,£-0.3,1396,24.4,0.15696721311475412,0.24262295081967214,0.08565573770491804,0.9524590163934427,0.1639344262295082,0.9836065573770493,0.0,0.24590163934426232,0.36885245901639346
Bernd Leno,2,0,17,766,8,10.0,0.0,0.0,0.0,62.75,51,0,112.7,1115.8,3240,0,0,1,0,144,268813.0,36,0.0,142,706437,467678,3,36,£4.5,£4.6,£0.1,238759,36.0,0.0,0.0,0.0,1.7430555555555556,0.0,1.4166666666666667,4.0,0.0,0.4722222222222222
Bertrand Traoré,34,0,1,57,1,30.7,0.12,0.87,0.75,1.65,1,2,19.0,82.0,226,0,0,0,0,0,7677.0,1,79.0,20,8791,23333,1,8,£5.0,£4.9,£-0.1,-14542,2.511111111111111,0.047787610619469026,0.34646017699115045,0.29867256637168144,0.6570796460176991,0.7964601769911505,0.39823008849557523,0.0,0.0,0.39823008849557523
